Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1,Battery life,Performance,Display
gionee,Gionee M6 Plus,https://fdn2.gsmarena.com/vv/bigpic/gionee-m6-plus.jpg,GSM / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA2000 1xEV-DO / TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,eMMC 5.1,"1, 3, 7, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, July","Available. Released 2016, September",160.5 x 80.6 x 8.2 mm (6.32 x 3.17 x 0.32 in),215 g (7.58 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~76.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",,"Android 6.0 (Marshmallow), Amigo 3.5",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","16 MP, f/1.8, PDAF","Dual-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.2, 1/4"", 1.12µm",,Yes,No,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,Yes,"FM radio, RDS, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 6020 mAh, non-removable",Champagne,,,,,,,,,,,,,Charging 10W Reverse charging,GN8002S,,,,,,,,,,,,,,,,,,,
gionee,Gionee M6,https://fdn2.gsmarena.com/vv/bigpic/gionee-m6.jpg,GSM / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA2000 1xEV-DO / TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,eMMC 5.1,"1, 3, 7, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, July","Available. Released 2016, September",152.3 x 75.3 x 8.2 mm (6.00 x 2.96 x 0.32 in),180 g (6.35 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"Android 6.0 (Marshmallow), Amigo 3.5",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF","Dual-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.2, 1/4"", 1.12µm",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,Yes,"FM radio, RDS, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Champagne, Gold",,,,,,,,,,,,,Charging 10W Reverse charging,"M6, GN8003",,,,,,,,,,,,,,,,,,,
gionee,Gionee S6 Pro,https://fdn2.gsmarena.com/vv/bigpic/gionee-s6-pro.jpg,GSM / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA2000 1xEV-DO / TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,eMMC 5.1,"1, 3, 7, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, June","Available. Released 2016, June",153 x 75.3 x 7.6 mm (6.02 x 2.96 x 0.30 in),170 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"Android 6.0.1 (Marshmallow), Amigo 3.2",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),64GB 4GB RAM,"13 MP, f/2.0, PDAF","LED flash, panorama, HDR",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3130 mAh, non-removable","Gold, Silver, Rose Gold",About 390 EUR,Up to 558 h (3G),Up to 38 h 30 min (3G),,,,,,,,,,,S6 Pro,,,,,,,,,,,,,,,,,,,
gionee,Gionee P5 Mini,https://fdn2.gsmarena.com/vv/bigpic/gionee-p5-mini-.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2016, March","Available. Released 2016, April",132 x 66 x 9.1 mm (5.20 x 2.60 x 0.36 in),153 g (5.40 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 5.0 (Lollipop),Mediatek MT6580M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,"5 MP, AF",LED flash,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1800 mAh, removable","White, Black, Blue",About 90 EUR,,,,,,,,,,,,,P5 mini,,,,,,,,,,,,,,,,,,,
gionee,Gionee W909,https://fdn2.gsmarena.com/vv/bigpic/gionee-w909-.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,"External IPS LCD capacitive touchscreen, 16M colors 720 x 1280 pixels, 4.2 inches",HSDPA,eMMC 5.1,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE","2016, March","Available. Released 2016, June",124.1 x 62.8 x 16.5 mm (4.89 x 2.47 x 0.65 in),207.7 g (7.41 oz),Micro-SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.2 inches, 48.6 cm2 (~62.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~350 ppi density)",,Android 5.1 (Lollipop),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (dedicated slot),64GB 4GB RAM,"16 MP, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,FM radio,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 2530 mAh, non-removable",Rose gold/Black,About 550 EUR,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,
gionee,Gionee S8,https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,3D Touch display,HSDPA 850 / 900 / 2100,eMMC 5.1,"3, 7, 38, 39, 40","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, February","Available. Released 2016, June",154.3 x 74.9 x 7 mm (6.07 x 2.95 x 0.28 in),147.2 g (5.19 oz),"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",24-bit/192kHz audio,"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 4,"Android 6.0.1 (Marshmallow), Amigo 3.2",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x1.9 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),64GB 4GB RAM,"16 MP, f/1.8, PDAF, Laser AF","LED flash, panorama, HDR",1080p@30fps,"8 MP, 1/4""",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable","Gray, Gold, Rose Gold",About 450 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee Marathon M5 mini,https://fdn2.gsmarena.com/vv/bigpic/Gionee-M5-Mini-.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 1900 / 2100,,,HSPA,"2016, January","Available. Released 2016, February",143.5 x 71 x 9.6 mm (5.65 x 2.80 x 0.38 in),-,"Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 5.1 (Lollipop), Amigo 3.1",Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, AF","LED flash, panorama, HDR",Yes,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,Yes,FM radio,"microUSB 2.0, USB On-The-Go",Yes,"Li-Po 4000 mAh, non-removable","White, Gold, Black",About 120 EUR,,Up to 18 h (3G),,,,,,,,,,Reverse charging,M5 mini,,,,,,,,,,,,,,,,,,,
gionee,Gionee Marathon M5 enjoy,https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-e.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800,HSDPA 850 / 900 / 1900 / 2100,TD-SCDMA,"1, 3, 7, 38, 39, 40, 41","HSPA, LTE","2015, December. Released 2015, December",Discontinued,155 x 76 x 9 mm (6.10 x 2.99 x 0.35 in),200 g (7.05 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"TFT capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 5.1 (Lollipop), Amigo 3.1",Mediatek MT6735 (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),16GB 3GB RAM,"8 MP, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable","White, Gold",About 340 EUR,Up to 775 h,Up to 52 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee Marathon M5 Plus,https://fdn2.gsmarena.com/vv/bigpic/gionee-m5-plus.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800,HSDPA 850 / 900 / 1900 / 2100,TD-SCDMA,"1, 3, 7, 38, 39, 40, 41","HSPA, LTE","2015, December. Released 2015, December",Discontinued,160.9 x 81.2 x 8.4 mm (6.33 x 3.20 x 0.33 in),208 g (7.34 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.0 inches, 98.7 cm2 (~75.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~368 ppi density)",,"Android 5.1 (Lollipop), Amigo 3.1",Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (dedicated slot),64GB 3GB RAM,"13 MP, f/2.2, PDAF","LED flash, panorama, HDR",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,Type-C 1.0 reversible connector,"Fingerprint (front-mounted), accelerometer, proximity, compass","Li-Po 5020 mAh, non-removable","White, Gold",About 420 EUR,Up to 829 h,Up to 53 h,,,,,,,,,,,"M5 Plus, GN8001",,,,,,,,,,,,,,,,,,,
gionee,Gionee Marathon M5 lite,https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-lite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 1900 / 2100,,"1, 3, 7, 40","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, December","Available. Released 2016, January",143 x 69.9 x 8.5 mm (5.63 x 2.75 x 0.33 in),183 g (6.46 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Asahi Dragontrail Glass,"Android 5.1 (Lollipop), Amigo 3.1",Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),32GB 3GB RAM,"8 MP, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable","Gold, Gray",About 170 EUR,Up to 450 h (2G) / Up to 400 h (3G),Up to 33 h (2G) / Up to 19 h (3G),,,,,,,,,,,M5_lite,,,0.38 W/kg (head)     0.54 W/kg (body),,,,,,,,,,,,,,,,
gionee,Gionee Pioneer P5W,https://fdn2.gsmarena.com/vv/bigpic/gionee-p5w-.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 1900 / 2100,,,HSPA,"2015, December","Available. Released 2016, January",143.3 x 72 x 8.9 mm (5.64 x 2.83 x 0.35 in),153 g (5.40 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDHC (dedicated slot),16GB 1GB RAM,"5 MP, AF",LED flash,1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable","White, Blue, Red, Yellow, Black",About 90 EUR,,,,,,,,,,,,,P5W,,,,,,,,,,,,,,,,,,,
gionee,Gionee S6,https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s6.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA,,LTE (unspecified),"HSPA, LTE Cat4 150/50 Mbps","2015, November. Released 2015, November",Discontinued,151.9 x 74.6 x 6.9 mm (5.98 x 2.94 x 0.27 in),147 g (5.19 oz),"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 5.1.1 (Lollipop), Amigo 3.1",Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (uses shared SIM slot),32GB 3GB RAM,"13 MP, f/2.0, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"2.0, Type-C 1.0 reversible connector",Yes,"Li-Ion 3150 mAh, non-removable",Gold,About 290 EUR,,,,,,,,,,,,,S6,Yes,Yes,,,,,,,,,,,,,,,,,
gionee,Gionee Elife S Plus,https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s-plus-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 1900 / 2100,,"3, 40","HSPA, LTE Cat4 150/50 Mbps","2015, November. Released 2015, December",Discontinued,155 x 76.4 x 7.5 mm (6.10 x 3.01 x 0.30 in),158 g (5.57 oz),Dual SIM,,"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 3,"Android 5.1.1 (Lollipop), Amigo OS 3.1",Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (dedicated slot),16GB 3GB RAM,"13 MP, f/2.0, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"2.0, Type-C 1.0 reversible connector","Accelerometer, proximity, compass","Li-Ion 3150 mAh, removable","White, Gold, Dark Blue",,Up to 315 h (2G) / Up to 252 h (3G),Up to 21 h (2G) / Up to 9 h (3G),0.80 W/kg (head)     0.42 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee F103,https://fdn2.gsmarena.com/vv/bigpic/gionee-f103.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 1900 / 2100,,"3, 40","HSPA, LTE","2015, September. Released 2015, October",Discontinued,143 x 70.3 x 8 mm (5.63 x 2.77 x 0.31 in),136.6 g (4.83 oz),Dual SIM (dual stand-by),,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 5 (Lollipop), Amigo 3",Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDHC (dedicated slot),16GB 2GB RAM,"8 MP, AF","LED flash, panorama, HDR",720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","2.0, A2DP","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 2400 mAh, removable","Pearl White, Dawn White & black",About 130 EUR,Up to 240 h (2G) / Up to 267 h (3G),Up to 28 h (2G) / Up to 11 h (3G),0.77 W/kg (head)     0.85 W/kg (body),,,,,,,,,,F103,,,,,,,,,,,,,,,,,,,
gionee,Gionee Elife E8,https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-e8-new1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.0,HSDPA 900 / 1900 / 2100,24-bit/192kHz audio,"1, 3, 7, 20, 38, 39, 40, 41","HSPA, LTE Cat4 150/50 Mbps","2015, June. Released 2015, October",Discontinued,164 x 82.3 x 9.6 mm (6.46 x 3.24 x 0.38 in),210 g (7.41 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~73.5% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~490 ppi density)",,"Android 5.1 (Lollipop), Amigo 3.1",Mediatek MT6795 Helio X10 (28 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR G6200,microSDXC (dedicated slot),64GB 3GB RAM,"24 MP, f/2.0, PDAF, OIS","Dual-LED dual-tone flash, panorama, HDR",4K@30fps,"8 MP, AF",,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",Yes,,"FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable",Gold,About 480 EUR,Up to 437 h (2G) / Up to 500 h (3G),Up to 39 h (2G) / Up to 20 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
