Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1,Battery life,Performance,Display
gionee,Gionee S5.1 Pro,https://fdn2.gsmarena.com/vv/bigpic/gionee-s51-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,,LTE (unspecified),"HSPA, LTE Cat4 150/50 Mbps","2015, September. Released 2015, November",Discontinued,145.1 x 70 x 6.4 mm (5.71 x 2.76 x 0.25 in),129 g (4.55 oz),"Hybrid Dual SIM (Micro-SIM, nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 4,"Android 5.1.1 (Lollipop), Amigo 3",Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (uses shared SIM slot),16GB 2GB RAM,"13 MP, f/2.0, AF","LED flash, panorama, HDR",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, hotspot, Wi-Fi Direct","4.0, A2DP, LE","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 2400 mAh, non-removable",White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee Marathon M4,https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 1900 / 2100,,"3, 40","HSPA, LTE","2015, August. Released 2015, August",Discontinued,144.7 x 71.2 x 10.2 mm (5.70 x 2.80 x 0.40 in),176 g (6.21 oz),Dual SIM,,"Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 5 (Lollipop), Amigo 3",,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),16GB 2GB RAM,"8 MP, AF","LED flash, panorama",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","2.0, A2DP","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 5000 mAh, non-removable","Black, White",About 220 EUR,Up to 225 h (2G) / Up to 400 h (3G),Up to 50 h (2G) / Up to 18 h (3G),0.85 W/kg (head)     0.73 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee Marathon M5,https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-new.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800,HSDPA 900 / 1900 / 2100,,"1, 3, 7, 20, 38, 39, 40, 41","HSPA, LTE","2015, June. Released 2015, November",Discontinued,152 x 76 x 8.6 mm (5.98 x 2.99 x 0.34 in),211 g (7.44 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 3,"Android 5.1 (Lollipop), Amigo 3.1",Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/2.0, PDAF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.2",720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,Yes,"FM radio, RDS, recording","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 6020 mAh, non-removable","White, Gold, Black",About 330 EUR,Up to 684 h (2G) / Up to 557 h (3G),Up to 62 h (2G) / Up to 28 h (3G),,,,,,,,,,Reverse charging,,,,0.32 W/kg (head)     0.48 W/kg (body),,,,,,,,,,,,,,Endurance rating 148h,,
gionee,Gionee Pioneer P4S,https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p4.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2015, April. Released 2015, May",Discontinued,134.5 x 67.7 x 8.7 mm (5.30 x 2.67 x 0.34 in),-,Dual SIM (Dual stand-by),,"TFT capacitive touchscreen, 256K colors","4.5 inches, 55.8 cm2 (~61.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.4 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,"5 MP, AF",LED flash,720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,"Yes, with A-GPS",,,"FM radio, recording",microUSB,"Accelerometer, proximity, compass","Li-Po 1800 mAh, removable","Black, White",About 120 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee Elife S7,https://fdn2.gsmarena.com/vv/bigpic/Gionee-Elife-S7.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 2100,,"3, 7, 38, 39, 40","HSPA, LTE","2015, March. Released 2015, April",Discontinued,148.8 x 72.4 x 5.5 mm (5.86 x 2.85 x 0.22 in),125.3 g (4.41 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"Super AMOLED capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 3,"Android 5 (Lollipop), Amigo OS 3",Mediatek MT6752 (28 nm),Octa-core 1.7 GHz Cortex-A53,Mali-T760MP2,No,16GB 2GB RAM,"13 MP, f/2.0 AF","LED flash, panorama, HDR",1080p@30fps,"8 MP, 1/4""",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 2700 mAh, non-removable","White, Black, Maldives Blue",About 400 EUR,Up to 270 h,Up to 24 h (2G) / Up to 15 h 30 min (3G),0.52 W/kg (head)     0.64 W/kg (body),,,,,,,,,,S7,,,,,,,,,,,,,,,,,,,
gionee,Gionee Pioneer P3S,https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p3s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 900 / 1900 / 2100,,,HSPA,"2015, September. Released 2015, September",Discontinued,133 x 67.4 x 11.2 mm (5.24 x 2.65 x 0.44 in),161 g (5.68 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm2 (~64.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",,"Android 5.1 (Lollipop), Amigo 3.1",Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),16GB 1GB RAM,"5 MP, AF","LED flash, panorama, HDR",720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable","White, Gray, Red, Gold",,Up to 240 h (2G) / Up to 200 h (3G),Up to 22 h 30 min (2G) / Up to 9 h (3G),0.51 W/kg (head)     1.01 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee Pioneer P2M,https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p2m.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 900 / 2100,,,HSPA,"2015, June. Released 2015, June",Discontinued,124 x 62.5 x 10.9 mm (4.88 x 2.46 x 0.43 in),140 g (4.94 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"Android 5.1 (Lollipop), Amigo 3",Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),16GB 1GB RAM,5 MP,"LED flash, HDR, panorama",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 3000 mAh, removable","White, Gray, Gold",,Up to 340 h (2G) / Up to 300 h (3G),Up to 30 h (2G) / Up to 15 h (3G),1.06 W/kg (head)     1.36 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee Pioneer P2S,https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p2s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 900 / 2100,,,HSPA,"2014, May. Released 2014, May",Discontinued,126 x 64 x 9.3 mm (4.96 x 2.52 x 0.37 in),124.8 g (4.41 oz),Dual SIM,,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6572W,Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF","LED flash, panorama",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1600 mAh, removable","Black, White, Blue, Pink",,Up to 346 h (3G),Up to 12 h 30 min (2G) / Up to 9 h (3G),0.68 W/kg (head)     0.70 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee S96,https://fdn2.gsmarena.com/vv/bigpic/gionee-s96.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,"2014, March. Released 2014, March",Discontinued,128 x 52.8 x 7.4 mm (5.04 x 2.08 x 0.29 in),81.3 g (2.86 oz),Dual SIM,,"TFT, 256K colors","2.6 inches, 20.9 cm2 (~31.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,Mediatek MT6260,360 MHz,No,microSDHC (dedicated slot),"64MB RAM, 128MB",2 MP,LED flash,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 700 mAh, removable","White, Gold, Grey",,Up to 206 h,Up to 8 h 20 min,0.56 W/kg (head)     0.52 W/kg (body),Yes,Yes,"SMS, MMS, IM",Downloadable,No,,,,,,Yes,No,,,,,,,,,,,,,,,,,
gionee,Gionee L800,https://fdn2.gsmarena.com/vv/bigpic/gionee-l800.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,"2015, May. Released 2015, May",Discontinued,121 x 51 x 15.6 mm (4.76 x 2.01 x 0.61 in),123.4 g (4.34 oz),Dual SIM,,"TFT, 256K colors","2.6 inches, 20.9 cm2 (~33.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,Mediatek MT6250,260 MHz,No,microSDHC (dedicated slot),"8MB RAM, 16MB",1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 3000 mAh, removable","Black, Gold",,Up to 675 h,Up to 45 h,0.88 W/kg (head),Yes,Yes,"SMS, MMS, IM",Downloadable,No,,,,,,Yes,No,,,,,,,,,,,,,,,,,
gionee,Gionee L700,https://fdn2.gsmarena.com/vv/bigpic/gionee-l700.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,"2015, May. Released 2015, May",Discontinued,119.8 x 51.4 x 13.2 mm (4.72 x 2.02 x 0.52 in),102.3 g (3.60 oz),Dual SIM,,"TFT, 256K colors","2.6 inches, 20.9 cm2 (~34.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,Mediatek MT6250,260 MHz,No,microSDHC (dedicated slot),"8MB RAM, 16MB",1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1700 mAh, removable","Black, White",,Up to 480 h,Up to 16 h,,Yes,Yes,"SMS, IM",Downloadable,No,,,,,,Yes,No,,,,,,,,,,,,,,,,,
gionee,Gionee Marathon M3,https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2014, November. Released 2014, November",Discontinued,144.5 x 71.5 x 10.4 mm (5.69 x 2.81 x 0.41 in),180.3 g (6.35 oz),Dual SIM (dual stand-by),,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),,Quad-core 1.3 GHz,Mali-450,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, f/2.2, AF","LED flash, panorama",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 5000 mAh, non-removable","Black, White",About 170 EUR,Up to 792 h,Up to 51 h (2G) / Up to 32 h 30 min (3G),0.29 W/kg (head)     0.73 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee Elife S5.1,https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s5.1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 900 / 2100,,,HSPA,"2014, September. Released 2014, November",Discontinued,139.8 x 67.4 x 5.2 mm (5.50 x 2.65 x 0.20 in),97.7 g (3.42 oz),Micro-SIM,,"AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)",,"Android 4.4.2 (KitKat), Amigo OS 2",Mediatek MT6592 (28 nm),Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,No,16GB 1GB RAM,"8 MP, f/2.2, AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 2050 mAh, non-removable","Black, White, Pink, Mint Green",About 240 EUR,,,,,,,,,,,,,,,,,,,,,,,,,Photo / Video,Voice 64dB / Noise 64dB / Ring 66dB,Noise -91.2dB / Crosstalk -82.7dB,,,Endurance rating 55h,Basemark OS II 2.0: 546Basemark X: 4150,"Contrast ratio: Infinite (nominal), 2.812 (sunlight)"
gionee,Gionee Pioneer P6,https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p6.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2015, January. Released 2015, January",Discontinued,142.8 x 74.3 x 8.6 mm (5.62 x 2.93 x 0.34 in),150 g (5.29 oz),Dual SIM (Dual stand-by),,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.4.2 (KitKat),,Quad-core 1.3 GHz Cortex-A7,,microSDHC (dedicated slot),8GB 1GB RAM,"5 MP, AF","LED flash, panorama",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1950 mAh, removable","Black, White",About 120 EUR,Up to 162 h (2G) / Up to 108 h (3G),Up to 13 h 30 min (2G) / Up to 9 h 30 min (3G),0.19 W/kg (head)     0.73 W/kg (body),,,,,,,,,,,,,,LED flash,,,,,,,,,,,,,,,
gionee,Gionee Pioneer P5L,https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p5l.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,"3, 40","HSPA, LTE","2014, November. Released 2014, November",Discontinued,143.5 x 72 x 8.3 mm (5.65 x 2.83 x 0.33 in),146.9 g (5.19 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~58.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,"Android 5.1 (Lollipop), Amigo 3.1",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),16GB 1GB RAM,"8 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2300 mAh, removable","Red, White, Black, Blue, Yellow & golden",,Up to 500 h (2G) / Up to 300 h (3G),Up to 24 h (2G) / Up to 9 h (3G),0.46 W/kg (head)     0.32 W/kg (body),,,,,,,,,,P5L,,,,,,,,,,,,,,,,,,,
gionee,Gionee Pioneer P4,https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p4.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2014, June. Released 2014, June",Discontinued,135 x 66.5 x 9.1 mm (5.31 x 2.62 x 0.36 in),88.2 g (3.10 oz),Dual SIM (Dual stand-by),,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6582V/X,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,"5 MP, AF",LED flash,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,"Yes, with A-GPS",,,"FM radio, recording",microUSB,"Accelerometer, proximity, compass","Li-Po 1800 mAh, removable","Black, White",About 100 EUR,Up to 386 h (2G) / Up to 386 h (3G),Up to 16 h 30 min (2G) / Up to 11 h (3G),0.84 W/kg (head)     0.75 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gionee,Gionee Ctrl V6L,https://fdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v6l.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 900 / 2100,,"3, 7, 38, 39, 40, 41","HSPA, LTE","2014, November. Released 2014, November",Discontinued,143 x 70.7 x 6.9 mm (5.63 x 2.78 x 0.27 in),124.5 g (4.41 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF","LED flash, panorama",720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1950 mAh, removable","White, Blue",,Up to 208 h (2G) / Up to 149 h (3G),Up to 16 h 40 min (2G) / Up to 14 h (3G),,,,,,,,,,,,,,1.32 W/kg (head)     1.29 W/kg (body),,,,,,,,,,,,,,,,
gionee,Gionee Ctrl V5,https://fdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v5.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 900 / 2100,,,HSPA,"2014, Q1. Released 2014, Q1",Discontinued,134.5 x 67.7 x 8.1 mm (5.30 x 2.67 x 0.32 in),103.5 g (3.63 oz),Dual SIM (Dual stand-by),,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~66.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~234 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6582V/X,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",LED flash,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,"Yes, with A-GPS",,,"FM radio, recording",microUSB,"Accelerometer, proximity, compass","Li-Po 1800 mAh, removable","Black, White",About 160 EUR,Up to 324 h (2G) / Up to 324 h (3G),Up to 14 h 30 min (2G) / Up to 10 h (3G),0.45 W/kg (head)     0.57 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
