Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1,SAR EU,Clock,Alarm
lava,Lava X28 Plus,https://fdn2.gsmarena.com/vv/bigpic/lava-x28-plus.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2017, February","Available. Released 2017, February",155 x 78 x 9 mm (6.10 x 3.07 x 0.35 in),175 g (6.17 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.3 GHz,microSDHC,8GB 1GB RAM,"8 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2600 mAh, removable",,,Black/Gold,,,,"LED flash, panorama",,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava A73,https://fdn2.gsmarena.com/vv/bigpic/lava-a73n.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2017, February","Available. Released 2017, February",145.5 x 72.8 x 9.3 mm (5.73 x 2.87 x 0.37 in),-,,Dual SIM,TN capacitive touchscreen,"5.0 inches, 68.9 cm2 (~65.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.2 GHz,microSDHC,8GB 1GB RAM,5 MP,720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2000 mAh, removable",,,Dark Gray,,,,LED flash,,,,,,,,,,,,,,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava X19,https://fdn2.gsmarena.com/vv/bigpic/lava-x19.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2016, December","Available. Released 2016, December",145.5 x 72.6 x 8.9 mm (5.73 x 2.86 x 0.35 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.3 GHz,microSD,8GB 2GB RAM,"8 MP, AF",Yes,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2200 mAh, removable",,,"White/Gold, Gray",,,,"LED flash, panorama",,,,,,,,,,,,,,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava A55,https://fdn2.gsmarena.com/vv/bigpic/lava-a55.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2016, November","Available. Released 2016, November",123 x 63.4 x 9.7 mm (4.84 x 2.50 x 0.38 in),-,,Dual SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.2 GHz,microSDHC,8GB 1GB RAM,5 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1550 mAh, removable",Up to 388 h,Up to 9 h,Black + Silver,,,,"LED flash, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava A50,https://fdn2.gsmarena.com/vv/bigpic/lava-a50.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2016, November","Available. Released 2016, November",123 x 63.4 x 9.7 mm (4.84 x 2.50 x 0.38 in),-,,Dual SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.2 GHz,microSDHC,8GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1550 mAh, removable",Up to 388 h,Up to 9 h,Black + Silver,,,,"LED flash, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava X50 Plus,https://fdn2.gsmarena.com/vv/bigpic/lavax50-plus.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, November","Available. Released 2016, November",155 x 71.8 x 8.9 mm (6.10 x 2.83 x 0.35 in),158 g (5.57 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~74.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",Quad-core,microSDHC,32GB 2GB RAM,"8 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2800 mAh, removable",,,Blue,,,,LED flash,,,,,,,,,,,,"3, 40",,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava X41 Plus,https://fdn2.gsmarena.com/vv/bigpic/lava-x41-plus.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2016, October","Available. Released 2016, October",145 x 71.2 x 8.8 mm (5.71 x 2.80 x 0.35 in),156 g (5.50 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.3 GHz,microSDHC (dedicated slot),32GB 2GB RAM,"8 MP, f/2.0, 1/3.2"", 1.4µm",1080p@30fps,"5 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2500 mAh, removable",,,"Black, Gold",,,,"Panorama, LED flash",,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,,,,,,,,Corning Gorilla Glass (unspecified version),,,,,,,
lava,Lava A51,https://fdn2.gsmarena.com/vv/bigpic/lava-a51.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2016, October","Available. Released 2016, October",136 x 66 x 9.9 mm (5.35 x 2.60 x 0.39 in),-,,Dual SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.2 GHz,microSDHC,8GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1750 mAh, removable",Up to 420 h (3G),Up to 10 h 30 min (3G),"Gray, Black, Gold",,Spreadtrum SC7731C,,"LED flash, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava A76+,https://fdn2.gsmarena.com/vv/bigpic/lava-a76-plus.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, October","Available. Released 2016, October",134 x 66 x 9.3 mm (5.28 x 2.60 x 0.37 in),135 g (4.76 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.5 GHz,microSDHC,8GB 1GB RAM,5 MP,Yes,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1850 mAh, non-removable",,,"Black, White",,,,"LED flash, HDR, panorama",,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava A97,https://fdn2.gsmarena.com/vv/bigpic/lava-a97.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, September","Available. Released 2016, September",145.5 x 72 x 9.2 mm (5.73 x 2.83 x 0.36 in),160 g (5.64 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.3 GHz,microSDHC,8GB 1GB RAM,5 MP,720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2350 mAh, removable",,,"Black, Gold, Gray",,,,"LED flash, HDR, panorama",,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,A97,,,,,,,,,,,,,,
lava,Lava X28,https://fdn2.gsmarena.com/vv/bigpic/lava-x28.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2016, September","Available. Released 2016, September",155 x 78 x 9 mm (6.10 x 3.07 x 0.35 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.3 GHz,microSDHC,8GB 1GB RAM,8 MP,1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,Li-Po 2600 mAh battery,,,Black/Gold,,,,LED flash,,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava P7+,https://fdn2.gsmarena.com/vv/bigpic/lava-p7p.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2016, June","Available. Released 2016, June",143.5 x 71.8 x 8.9 mm (5.65 x 2.83 x 0.35 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.3 GHz,microSDXC,8GB 1GB RAM,8 MP,Yes,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Po 2500 mAh, removable",,,"White/Gold, Gray",,,,"LED flash, panorama",,,,,,,,,,,,,,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava A48,https://fdn2.gsmarena.com/vv/bigpic/lava-a48.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2016, August","Available. Released 2016, August",125.8 x 64 x 9.9 mm (4.95 x 2.52 x 0.39 in),116.4 g (4.09 oz),,Dual SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~56.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android OS,Quad-core 1.2 GHz,microSDHC,8GB 512MB RAM,2 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,No,FM radio,microUSB 2.0,Accelerometer,,,Li-Ion 1300 mAh battery,,,"White, Champagne, Blue",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava X38,https://fdn2.gsmarena.com/vv/bigpic/lava-x38.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2016, July","Available. Released 2016, July",-,-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.0 GHz,microSDHC,8GB 1GB RAM,8 MP,1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 4000 mAh, non-removable",,,Black,,,,LED flash,,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,X38,,,,,,,,,,,,,,
lava,Lava A32,https://fdn2.gsmarena.com/vv/bigpic/lava-a32.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2016, July","Available. Released 2016, July",124.4 x 64.6 x 10.8 mm (4.90 x 2.54 x 0.43 in),92 g (3.25 oz),,Dual SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~56.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android OS,1 GHz,microSDHC,512MB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1500 mAh, removable",,,"Black, White",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava A68,https://fdn2.gsmarena.com/vv/bigpic/lava-a68.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2016, June","Available. Released 2016, June",134 x 66 x 9.6 mm (5.28 x 2.60 x 0.38 in),130 g (4.59 oz),,Dual SIM,TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.2 GHz,microSDHC,8GB 1GB RAM,5 MP,Yes,"VGA, LED flash",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1750 mAh, removable",,,"Black, Gold, Silver",,,,"LED flash, HDR, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava X50,https://fdn2.gsmarena.com/vv/bigpic/lava-x501.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, July","Available. Released 2016, July",155 x 71.8 x 8.9 mm (6.10 x 2.83 x 0.35 in),-,,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~74.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",Quad-core,microSDHC,8GB 2GB RAM,"8 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2800 mAh, removable",,,Blue,,,,LED flash,,,,,,,,,,,,"3, 40",,,,,,LED flash,,X50,,,,,,,,,,,,,,
lava,Lava X17,https://fdn2.gsmarena.com/vv/bigpic/lava-x17.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2016, July","Available. Released 2016, July",145 x 72 x 8.5 mm (5.71 x 2.83 x 0.33 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android OS,Quad-core,microSD,8GB 1GB RAM,"8 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2350 mAh, removable",,,"Gold, Black/Gold, White/Gold",,,,"LED flash, panorama",,,,,,,,,,,,"3, 40",,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava X81,https://fdn2.gsmarena.com/vv/bigpic/lava-x81.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, June","Available. Released 2016, June",142.6 x 73.4 x 8.4 mm (5.61 x 2.89 x 0.33 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio",,Android 6.0.1 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,microSDXC,16GB 3GB RAM,"13 MP, f/2.0, AF",1080p@30fps,"5 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Ion 2700 mAh, non-removable",Up to 336 h (3G),Up to 10 h (3G),Space Grey/Gold,,Mediatek MT6735 (28 nm),Mali-T720,Dual-LED flash,,,,,,,,,,,,"3, 40",,,,,,,,,,,,,,,,,,,,,,
lava,Lava X46,https://fdn2.gsmarena.com/vv/bigpic/lava-x46.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, June","Available. Released 2016, June",143 x 71.5 x 8.5 mm (5.63 x 2.81 x 0.33 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Quad-core 1.3 GHz,microSDHC,8GB 2GB RAM,8 MP,1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,Li-Po 2500 mAh battery,,,Black,,,,LED flash,,,,,,,,,,,,"3, 5, 40",,,,,,,,,,,,,,,,,,,,,,
lava,Lava A89,https://fdn2.gsmarena.com/vv/bigpic/lava-a89.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, May","Available. Released 2016, May",145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in),157 g (5.54 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.5 GHz,microSDHC (dedicated slot),8GB 1GB RAM,5 MP,720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2000 mAh, non-removable",,,"Black, White",,,,"LED flash, HDR, panorama",,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava A82,https://fdn2.gsmarena.com/vv/bigpic/lava-a82-.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2016, June","Available. Released 2016, June",144 x 72.7 x 9 mm (5.67 x 2.86 x 0.35 in),-,,Dual SIM,TN touchscreen,"5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.2 GHz,microSDHC (dedicated slot),8GB 1GB RAM,5 MP,720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2000 mAh, removable",,,"Black, White",,,,"LED flash, HDR, panorama",,,,,,,,,,,,,,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava A79,https://fdn2.gsmarena.com/vv/bigpic/lava-a79.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2016, May","Available. Released 2016, May",155 x 78.6 x 9.2 mm (6.10 x 3.09 x 0.36 in),134 g (4.73 oz),,Dual SIM,TN touchscreen,"5.5 inches, 83.4 cm2 (~68.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~178 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.2 GHz,microSDHC (dedicated slot),8GB 1GB RAM,5 MP,720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2200 mAh, non-removable",,,"Black, White",,,,"LED flash, HDR, panorama",,,,,,,,,,,,,,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava A59,https://fdn2.gsmarena.com/vv/bigpic/lava-a59.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2016, May","Available. Released 2016, May",134 x 66 x 9.3 mm (5.28 x 2.60 x 0.37 in),155 g (5.47 oz),,Dual SIM,TFT touchscreen,"4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.3 GHz,microSDHC (dedicated slot),4GB 512MB RAM,5 MP,Yes,"VGA, LED flash",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR",No,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1750 mAh, removable",,,"Black, White",,,,"LED flash, HDR, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava A67,https://fdn2.gsmarena.com/vv/bigpic/lava-a67.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2016, May","Available. Released 2016, May",145.5 x 72 x 9.2 mm (5.73 x 2.83 x 0.36 in),152 g (5.36 oz),,Dual SIM,TFT capacitive touchscreen,"5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.3 GHz,microSDHC (dedicated slot),4GB 512MB RAM,5 MP,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2000 mAh, removable",,,"White, Gold, Gray",,,,"LED flash, HDR, panorama",,,,,,,,,,,,,,,,,,LED flash,,,,,,,,,,,,,,,,
