Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1,SAR EU,Clock,Alarm
lava,Lava V2 s,https://fdn2.gsmarena.com/vv/bigpic/xolo-v2s.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, April","Available. Released 2016, April",141.6 x 70.8 x 8 mm (5.57 x 2.79 x 0.31 in),129 g (4.55 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 5.1.1 (Lollipop),,microSDHC,8GB 2GB RAM,"8 MP, f/2.0, AF",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Po 2500 mAh, removable",,,"White, Black",,,,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"3, 40",,,,,,LED flash,,,,,,,,,Corning Gorilla Glass 3,,,,,,,
lava,Lava V2 3GB,https://fdn2.gsmarena.com/vv/bigpic/xolo-v2-3gb.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, March","Available. Released 2016, March",141.6 x 70.8 x 7.6 mm (5.57 x 2.79 x 0.30 in),128 (4.55 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 6.0 (Marshmallow),,microSDHC,16GB 3GB RAM,"13 MP, f/2.0, AF",1080p@30fps,"8 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Po 2500 mAh, non-removable",,,"White, Black",,,,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,V23GB,,,,,,,Asahi Dragontrail Glass,,,,,,,
lava,Lava A76,https://fdn2.gsmarena.com/vv/bigpic/lava-a76.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, April","Available. Released 2016, April",145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in),135 g (4.76 oz),,Dual SIM,"TN capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~53.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.5 GHz,microSDHC (dedicated slot),8GB 1GB RAM,5 MP,Yes,"VGA, LED flash",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1850 mAh, removable",,,"Black, White",,,,"LED flash, HDR, panorama",,,,,,,,,,,,"3, 5, 40",,,,,,,,,,,,,,,,,,,,,,
lava,Lava A72,https://fdn2.gsmarena.com/vv/bigpic/lava-a72.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2016, April","Available. Released 2016, April",145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in),142 g (5.01 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",Quad-core 1.5 GHz,microSDHC (dedicated slot),8GB 1GB RAM,5 MP,1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2500 mAh, removable",,,Dark blue,,,,"LED flash, panorama",,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,,,,,,,,Corning Gorilla Glass,,,,,,,
lava,Lava X11,https://fdn2.gsmarena.com/vv/bigpic/lava-x11.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2016, February","Available. Released 2016, February",145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in),141 g (4.97 oz),,Dual SIM,IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",Quad-core 1.5 GHz,microSDHC,8GB 2GB RAM,"8 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Po 2500 mAh, non-removable",,,White,,,,LED flash,,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,,,,,,,,Corning Gorilla Glass (unspecified version),,,,,,,
lava,Lava A88,https://fdn2.gsmarena.com/vv/bigpic/lava-a88.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2016, February","Available. Released 2016, February",145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in),157 g (5.54 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.5 GHz,microSDHC (dedicated slot),4GB 512MB RAM,5 MP,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2000 mAh, removable",Up to 240 h (3G),Up to 14 h (3G),"Black, White",,,,"LED flash, panorama, HDR",,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava Iris Fuel F2,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-fuel-f2.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2016, March","Available. Released 2016, March",142.5 x 72.5 x 10.5 mm (5.61 x 2.85 x 0.41 in),-,,"Dual SIM (Micro-SIM, dual stand-by)","LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,microSDHC,8GB 512MB RAM,5 MP,720p@30fps,0.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,,,,"Li-Po 3000 mAh, non-removable",,,"Black, White",About 60 EUR,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava A71,https://fdn2.gsmarena.com/vv/bigpic/lava-a71.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2016, February","Available. Released 2016, February",145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",Quad-core 1.5 GHz,microSDHC (dedicated slot),8GB 1GB RAM,5 MP,1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2500 mAh, removable",,,Dark blue,,,,"LED flash, panorama",,,,,,,,,,,,"3, 5, 40",,,,,,LED flash,,,,,,,,,Corning Gorilla Glass,,,,,,,
lava,Lava P7,https://fdn2.gsmarena.com/vv/bigpic/lava-p7.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2016, January","Available. Released 2016, January",143 x 72.5 x 9.3 mm (5.63 x 2.85 x 0.37 in),153.1 g (5.40 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",Quad-core 1.2 GHz,microSDHC (dedicated slot),8GB 1GB RAM,5 MP,720p,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2000 mAh, removable",Up to 260 h,Up to 20 h,"Blue Black, Pearl white, Champagne Gold",,,,"LED flash, panorama",,,,,,,,,,,,,,,,,,LED flash,,,,,,,,,Corning Gorilla Glass,,,,,,,
lava,Lava V5,https://fdn2.gsmarena.com/vv/bigpic/lava-v5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, January",151.9 x 76.7 x 8.3 mm (5.98 x 3.02 x 0.33 in),153.2 g (5.40 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",Quad-core 1.3 GHz Cortex-A53,microSDHC,16GB 3GB RAM,"13 MP, f/2.0, PDAF",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Po 3000 mAh, removable",Up to 260 h (3G),Up to 27 h 17 min (2G) / Up to 28 h (3G),White,About 150 EUR,Mediatek MT6735 (28 nm),Mali-T720MP2,"Dual-LED dual-tone flash, panorama",,,,,,,,,,,,"3, 40",,,,,,LED flash,,,,,,,,,Corning Gorilla Glass 3,,,,,0.27 W/kg (head)     0.14 W/kg (body),,
lava,Lava X3,https://fdn2.gsmarena.com/vv/bigpic/lava-x3.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2016, January","Available. Released 2016, January",144 x 72 x 8.5 mm (5.67 x 2.83 x 0.33 in),142 g (5.01 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.3 GHz,microSDHC,8GB 2GB RAM,"8 MP, AF",720p,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2500 mAh, removable",Up to 182 h,Up to 11 h 30 min,"White/Silver, Blue/Black, White/Gold",About 100 EUR,,,"LED flash, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,,
lava,Lava Iris Atom 3,https://fdn2.gsmarena.com/vv/bigpic/lava-atom-3.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, December. Released 2015, December",Discontinued,144 x 72 x 9 mm (5.67 x 2.83 x 0.35 in),150 g (5.29 oz),,Dual SIM,"TFT capacitive touchscreen, 256K colors","5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.3 GHz,microSDHC,8GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2000 mAh, removable",Up to 271 h (3G),Up to 9 h 30 min (3G),"Black, White",,,,"LED flash, HDR, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris Atom,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-atom.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, December. Released 2015, December",Discontinued,125.5 x 63.2 x 9.7 mm (4.94 x 2.49 x 0.38 in),110 g (3.88 oz),,Dual SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~57.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.3 GHz,microSDHC,8GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1550 mAh, removable",Up to 150 h (3G),Up to 12 h 30 min (3G),"Black, White",,,,"LED flash, HDR, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava X10,https://fdn2.gsmarena.com/vv/bigpic/lava-x10.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2015, November. Released 2015, November",Discontinued,142 x 70.8 x 7.9 mm (5.59 x 2.79 x 0.31 in),133 g (4.69 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",Quad-core 1.3 GHz Cortex-A53,microSDHC,16GB 3GB RAM,"13 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Po 2900 mAh, removable",Up to 209 h (3G),Up to 18 h (3G),"Black, White",About 150 EUR,Mediatek MT6735 (28 nm),Mali-T720MP2,"Dual-LED flash, panorama",,,,,,,,,,,,"3, 40",,,,,,,,,,,,,,,Corning Gorilla Glass 3,,,,,,,
lava,Lava Iris Atom 2X,https://fdn2.gsmarena.com/vv/bigpic/lava-atom-x2.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, November. Released 2015, November",Discontinued,134 x 66 x 9.2 mm (5.28 x 2.60 x 0.36 in),130 g (4.59 oz),,Dual SIM,TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.3 GHz,microSDHC,8GB 1GB RAM,5 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2000 mAh, removable",Up to 161 h,Up to 19 h,"Black, White",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris Atom X,https://fdn2.gsmarena.com/vv/bigpic/lava-atom-x.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, November. Released 2015, November",Discontinued,125.5 x 63.4 x 9.7 mm (4.94 x 2.50 x 0.38 in),-,,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~57.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4.2 (KitKat),1.0 GHz,microSDHC,512MB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1400 mAh, removable",Up to 140 h,Up to 7 h,"Black, White",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Fuel F1,https://fdn2.gsmarena.com/vv/bigpic/lava-fuel-f1.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA 21.1/5.76 Mbps,"2015, September. Released 2015, October",Discontinued,141 x 72 x 9.5 mm (5.55 x 2.83 x 0.37 in),148 g (5.22 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,microSDHC,8GB 2GB RAM,"8 MP, AF",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Po 4000 mAh, non-removable",Up to 480 h (2G) / Up to 480 h (3G),Up to 18 h (2G) / Up to 30 h 30 min (3G),"Black, White",,Mediatek MT6580 (28 nm),Mali-400MP2,"LED flash, panorama, HDR",,,,,,,,,,,,,Up to 72 h,,,,,HDR,,,,,,,,,Asahi Dragontrail Glass,,,,,0.61 W/kg (head)     0.60 W/kg (body),,
lava,Lava Iris Fuel F1 Mini,https://fdn2.gsmarena.com/vv/bigpic/lava-f1-mini.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, September. Released 2015, September",Discontinued,-,-,,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4.2 (KitKat),1.0 GHz,microSDHC,8GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.1,No,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2000 mAh, removable",Up to 157 h (3G),Up to 19 h (3G),"Black, White",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Flair E2,https://fdn2.gsmarena.com/vv/bigpic/lava-flair-v2.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, September. Released 2015, September",Discontinued,113 x 61 x 12 mm (4.45 x 2.40 x 0.47 in),-,,Dual SIM,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~52.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.4 (KitKat),1.0 GHz,microSDHC,512MB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, EDR",No,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1400 mAh, removable",,,"Black, White",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Pixel V2,https://fdn2.gsmarena.com/vv/bigpic/lava-pixel-v2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2015, September. Released 2015, September",Discontinued,141.6 x 70.8 x 7.6 mm (5.57 x 2.79 x 0.30 in),128 g (4.52 oz),,Dual SIM (Dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 5.1 (Lollipop), Android One",Quad-core 1.0 GHz Cortex-A53,microSDHC,16GB 2GB RAM,"13 MP, AF",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, recording","microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Po 2500 mAh, removable",,Up to 24 h 40 min (2G) / Up to 10 h (3G),"Icy White, Royal Black",About 120 EUR,Mediatek MT6735 (28 nm),Mali-T720MP2,"Dual-LED flash, HDR, panorama",,,,,,,,,,,,LTE 1800 TD-LTE 2300,,,,,,LED flash,,Pixel V2,,,,,,,Asahi Dragontrail Glass,,,,,,,
lava,Lava Iris Atom 2,https://fdn2.gsmarena.com/vv/bigpic/lava-atom-2.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, August. Released 2015, August",Discontinued,134 x 66 x 9.2 mm (5.28 x 2.60 x 0.36 in),130 g (4.59 oz),,Dual SIM,TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)",Quad-core 1.3 GHz,microSDHC,8GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1750 mAh, removable",Up to 161 h (3G),Up to 15 h 50 min (3G),"Black, White",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Flair Z1,https://fdn2.gsmarena.com/vv/bigpic/lava-flair-z1.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, July. Released 2015, July",Discontinued,143.5 x 72.5 x 8.9 mm (5.65 x 2.85 x 0.35 in),160 g (5.64 oz),,Dual SIM,TFT capacitive touchscreen,"5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.0 (Lollipop),Quad-core 1.3 GHz,microSDHC,8GB 1GB RAM,5 MP,Yes,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, EDR",No,FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 236 h (3G),Up to 13 h 25 min (3G),"Black, White",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Pixel V1,https://fdn2.gsmarena.com/vv/bigpic/lava-pixel-v1-.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, July. Released 2015, July",Discontinued,152.1 x 76.3 x 8.5 mm (5.99 x 3.00 x 0.33 in),135 g (4.76 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow), Android One",Quad-core 1.3 GHz,microSDHC,32GB 2GB RAM,"8 MP, AF (13 MP via SW interpolation)",1080p@30fps,"5 MP, 8 MP via SW interpolation",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2560 mAh, removable",,Up to 20 h (2G) / Up to 12 h 17 min (3G),"White, Gold",About 160 EUR,,Mali-400MP2,"LED flash, HDR, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,Asahi Dragontrail Glass,,,,,,,
