Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1,SAR EU,Clock,Alarm
lava,Lava Iris Pro 30+,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-pro-30-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, August. Released 2014, August",Discontinued,138 x 67.5 x 7.9 mm (5.43 x 2.66 x 0.31 in),116 g (4.09 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Android 4.2 (Jelly Bean),Quad-core 1.5 GHz,microSDHC,16GB 1GB RAM,"13 MP, AF","1080p, HDR",3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 390 h (2G) / Up to 285 h (3G),Up to 15 h (2G) / Up to 8 h (3G),Grey/Black,About 150 EUR,,PowerVR SGX544,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,Asahi Dragontrail Glass,,,,,,,
lava,Lava Iris 402e,https://fdn2.gsmarena.com/vv/bigpic/lava-402e.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2014, June. Released 2014, June",Discontinued,126 x 65 x 10.4 mm (4.96 x 2.56 x 0.41 in),100 g (3.53 oz),,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~55.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz,microSDHC,512MB 512MB RAM,3.15 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,No,"FM radio, recording",microUSB 2.0,Accelerometer,,,"Li-Ion 1450 mAh, removable",Up to 200 h,Up to 9 h 40 min,"Pink, Blue, Gray",,,Mali-400,LED flash,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 350m,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-350m.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2014, June. Released 2014, June",Discontinued,118 x 62 x 10.2 mm (4.65 x 2.44 x 0.40 in),-,,Dual SIM,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~49.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz,microSDHC,512MB 512MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,No,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1200 mAh, removable",Up to 240 h,Up to 9 h 30 min,"Grey, Midnight Black",,,Mali-400,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava 3G 412,https://fdn2.gsmarena.com/vv/bigpic/lava-3g-412.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, June. Released 2014, June",Discontinued,123 x 64 x 11.7 mm (4.84 x 2.52 x 0.46 in),120 g (4.23 oz),,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~57.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz,microSDHC,512MB 512MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1500 mAh, removable",Up to 200 h,,Dark grey,,,Mali-400,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris X1,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-x11.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, May. Released 2014, May",Discontinued,134 x 66 x 8.9 mm (5.28 x 2.60 x 0.35 in),138 g (4.87 oz),,Dual SIM,IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,microSDHC,8GB 1GB RAM,"8 MP, AF",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE","Yes, with A-GPS","FM radio, recording",microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2100 mAh, removable",,Up to 9 h 45 min,"Black, White",About 100 EUR,Broadcom BCM23550,Broadcom VideoCore IV,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava 3G 415,https://fdn2.gsmarena.com/vv/bigpic/lava-3g-415.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, May. Released 2014, May",Discontinued,125 x 64 x 10.7 mm (4.92 x 2.52 x 0.42 in),119 g (4.20 oz),,Dual SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.0 GHz Cortex-A7,microSDHC,4GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1500 mAh, removable",Up to 200 h,Up to 9 h 40 min,"Black, Grey",,Mediatek MT6572 (28 nm),Mali-400,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava 3G 354,https://fdn2.gsmarena.com/vv/bigpic/lava-3g-354.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, May. Released 2014, May",Discontinued,118 x 61 x 11.8 mm (4.65 x 2.40 x 0.46 in),103.8 g (3.63 oz),,Dual SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~50.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.0 GHz Cortex-A7,microSDHC,2GB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1400 mAh, removable",,,Dark Blue & White,,Mediatek MT6572 (28 nm),Mali-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 504q+,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-504q-plus.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA 21.1/5.76 Mbps,"2014, April. Released 2014, April",Discontinued,146.7 x 72.5 x 7.9 mm (5.78 x 2.85 x 0.31 in),149 g (5.26 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Quad-core 1.3 GHz,microSDHC,8GB 1GB RAM,"10 MP, AF",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 230 h,Up to 4 h 30 min,"Grey, White",,,Mali-400MP2,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 356,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-356.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,"Yes, 384 kbps","2014, April. Released 2014, April",Discontinued,116.9 x 62.5 x 12.6 mm (4.60 x 2.46 x 0.50 in),112 g (3.95 oz),,Dual SIM,"Capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~49.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Flashlight,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz,microSDHC,512MB 256MB RAM,1.3 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,"Yes, with A-GPS","FM radio, recording",microUSB,"Accelerometer, proximity",,,"Li-Ion 1500 mAh, removable",Up to 200 h,Up to 5 h,"Crystal White, Black, Grey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 450 Colour,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-450.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, April. Released 2014, April",Discontinued,136 x 63.5 x 10.5 mm (5.35 x 2.5 x 0.41 in),136 g (4.80 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,microSDHC,4GB 512MB RAM,5 MP,720p,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS","FM radio, recording",microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1800 mAh, removable",,Up to 9 h 15 min,"Blue, Tan Brown, Raspberry Pink, Ivory White, Pro Black",About 100 EUR,,Mali-400,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 406Q,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-406q.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, April. Released 2014, April",Discontinued,124 x 64.5 x 10.3 mm (4.88 x 2.54 x 0.41 in),-,,Dual SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",eMMC 4.5,"Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Quad-core 1.2 GHz Cortex-A7,microSDHC,4GB 1GB RAM,5 MP,720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS","FM radio, recording",microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1700 mAh, removable",,,"Black, White",About 80 EUR,Qualcomm MSM8610 Snapdragon 200 (28 nm),Adreno 302,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 550Q,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-550q.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA 21.1/5.76 Mbps,"2014, April. Released 2014, April",Discontinued,156 x 77.8 x 9.8 mm (6.14 x 3.06 x 0.39 in),177 g (6.24 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz,microSDHC,4GB 1GB RAM,"8 MP, AF",1080p@30fps,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS","FM radio, recording",microUSB 2.0,"Accelerometer, proximity",,,Li-Po 2600 mAh battery,Up to 500 h,Up to 10 h (2G) / Up to 5 h (3G),"Black, White",About 150 EUR,,PowerVR SGX544,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris Pro 20,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-pro-20.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, April. Released 2014, April",Discontinued,138 x 67.5 x 7.7 mm (5.43 x 2.66 x 0.30 in),112 g (3.95 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~234 ppi density)",,Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz,microSDHC,4GB 1GB RAM,"8 MP, AF",1080p@30fps,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 400 h,Up to 7 h 30 min,Dark Blue,About 150 EUR,,PowerVR SGX544,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,,
lava,Lava Iris Pro 30,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-pro-30.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, January. Released 2014, January",Discontinued,138 x 66.7 x 7.5 mm (5.43 x 2.63 x 0.30 in),114 g (4.02 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz,microSDHC,4GB 1GB RAM,"8 MP, AF",1080p@30fps,3 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 400 h,Up to 7 h 30 min,Grey/Black,About 180 EUR,,PowerVR SGX544,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,,
lava,Lava Iris 401e,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-401e.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, June. Released 2013, June",Discontinued,124 x 63 x 10 mm (4.88 x 2.48 x 0.39 in),133 g (4.69 oz),,Dual SIM,"TFT touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Flashlight,Android 2.3.5 (Gingerbread),1.0 GHz,microSDHC,512MB 256MB RAM,3.15 MP,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,A-GPS only,FM radio,Proprietary,Accelerometer,,No,"Li-Ion 1500 mAh, removable",Up to 210 h,Up to 10 h 40 min,Grey/Blue,About 50 EUR,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 349S,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-349s.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, June. Released 2013, June",Discontinued,115 x 61.5 x 13.3 mm (4.53 x 2.42 x 0.52 in),115.4 g (4.06 oz),,Dual SIM,"TFT touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~51.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 2.3 (Gingerbread),1.0 GHz,microSDHC,512MB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",FM radio,Proprietary,Accelerometer,,,"Li-Ion 1400 mAh, removable",Up to 250 h,Up to 5 h,Brown/cool gold,About 40 EUR,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 349+,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-349-plus.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, July. Released 2013, July",Discontinued,115 x 61.5 x 13.3 mm (4.53 x 2.42 x 0.52 in),115.4 g (4.06 oz),,Dual SIM,"TFT touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~51.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",No,Android 2.3 (Gingerbread),1.0 GHz,microSDHC,512MB 256MB RAM,2 MP,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",FM radio,Proprietary,Accelerometer,,,"Li-Ion 1400 mAh, removable",Up to 250 h,Up to 5 h,Brown/cool gold,About 40 EUR,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 404e,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-404.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, December. Released 2013, December",Discontinued,125 x 64 x 9.9 mm (4.92 x 2.52 x 0.39 in),113 g (3.99 oz),,Dual SIM,"TFT touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz,microSDHC,2GB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"3.0, A2DP",No,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1400 mAh, removable",Up to 150 h,Up to 7 h,Black/White,About 50 EUR,,Mali-400,Panorama,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 503e,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-503.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, October. Released 2013, October",Discontinued,143.2 x 73.3 x 10.5 mm (5.64 x 2.89 x 0.41 in),175 g (6.17 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.0 GHz,microSDHC,4GB 512MB RAM,3.15 MP,Yes,1.3 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2000 mAh, removable",,,Black,About 90 EUR,,Mali-400,LED flash,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 506Q,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-506q.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2013, September. Released 2013, September",Discontinued,143 x 73 x 8.9 mm (5.63 x 2.87 x 0.35 in),143.5 g (5.04 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz,microSDHC,4GB 512MB RAM,"5 MP, AF",Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 230 h,Up to 5 h 20 min,Dark Grey,About 110 EUR,,PowerVR SGX544,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 505,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-505.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2013, August. Released 2013, August",Discontinued,149.6 x 75 x 9.5 mm (5.89 x 2.95 x 0.37 in),-,,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~61.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz,microSDHC,4GB 512MB RAM,"5 MP, AF",Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",,Up to 6 h,Dark Grey,About 100 EUR,,Mali-400,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,iris505,,,,,,,,,,,,,,
lava,Lava Iris 504q,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-504q.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2013, June. Released 2013, June",Discontinued,142.9 x 72.9 x 8.4 mm (5.63 x 2.87 x 0.33 in),140 g (4.94 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz,microSDHC,4GB 1GB RAM,"8 MP, AF",Yes,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Po 2000 mAh, removable",Up to 230 h,Up to 4 h,Dark Grey,About 170 EUR,,PowerVR SGX544,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava 3G 402+,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-402.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2013, December. Released 2013, December",Discontinued,125.5 x 64.5 x 11.4 mm (4.94 x 2.54 x 0.45 in),124 g (4.37 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz,microSDHC,4GB 512MB RAM,3.15 MP,720p@30fps,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,A-GPS only,FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1500 mAh, removable",Up to 200 h,Up to 4 h,"White, Black, Brown",About 70 EUR,,Mali-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava 3G 402,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-402.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2013, August. Released 2013, August",Discontinued,125.5 x 64.5 x 11.4 mm (4.94 x 2.54 x 0.45 in),124 g (4.37 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz,microSDHC,512MB 256MB RAM,"3.15 MP, AF",720p@30fps,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS","FM radio, recording",microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1500 mAh, removable",Up to 200 h,Up to 4 h,"Metallic Brown, Metallic Grey, Metallic White",About 60 EUR,,Mali-400,Panorama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 405+,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-405-plus.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA 21.1/5.76 Mbps,"2013, December. Released 2013, December",Discontinued,125 x 64 x 9 mm (4.92 x 2.52 x 0.35 in),127 g (4.48 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Flashlight,Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,microSDHC,4GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,A-GPS only,"FM radio, recording",microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 1400 mAh, removable",Up to 200 h,Up to 6 h 30 min,"Black, White",About 70 EUR,,Mali-400,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 503,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-503.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2013, October. Released 2013, October",Discontinued,143.2 x 73.3 x 10.5 mm (5.64 x 2.89 x 0.41 in),175 g (6.17 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.0 GHz,microSDHC,4GB 512MB RAM,3.15 MP,Yes,1.3 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2000 mAh, removable",,,Black,About 90 EUR,,Mali-400,Panorama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
