Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm
nec,NEC N150,https://fdn2.gsmarena.com/vv/bigpic/nen150.gif,GSM,GSM 900 / 1800,Downloadable pictures,,No,,,,"2004, Q4",Discontinued,91 x 44 x 20 mm (3.58 x 1.73 x 0.79 in),80 g (2.82 oz),,Mini-SIM,MP3 player Predictive text input Organizer Voice memo,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,3MB,VGA,,Yes,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion battery,,"Silver, Blue",,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 2 h 30 min,Up to 180 h,Class 10,No,,300 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",3,"Yes, MIDP 2.0",,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC e238,https://fdn2.gsmarena.com/vv/bigpic/nee238.gif,GSM,GSM 900 / 1800 / 1900,"Second external 4096 colors display (STN, 30 x 120 pixels) Downloadable pictures",,400 short messages,,,,"2004, Q4",Discontinued,90 x 44 x 23 mm (3.54 x 1.73 x 0.91 in),95 g (3.35 oz),,Mini-SIM,MP3 player Predictive text input Organizer,"TFT, 65K colors",,176 x 220 pixels,,,,,No,26MB,VGA,LED flash,Yes,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 850 mAh battery,,"Silver, Blue",,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 3 h,Up to 200 h,Class 10,No,,"500 x 15 fields, Photo call, 20 groups","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N940,https://fdn2.gsmarena.com/vv/bigpic/nen940.gif,GSM,GSM 900 / 1800,Handwriting recognition Downloadable pictures,,No,,,,"2004, Q4",Discontinued,101.5 x 51.5 x 20.7 mm (4.00 x 2.03 x 0.81 in),112 g (3.95 oz),,Mini-SIM,TV tuner Organizer,"TFT tochscreen, 256K colors",,176 x 220 pixels,,,,,No,,VGA,LED flash,Yes,,,,No,No,No,No,No,,No,,,Removable Li-Ion 1200 mAh battery,,"Black, Silver",,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N930,https://fdn2.gsmarena.com/vv/bigpic/nec-n930.gif,GSM,GSM 900 / 1800,Handwriting recognition Downloadable pictures,,No,,,,"2004, Q4",Discontinued,85.5 x 54 x 11.9 mm (3.37 x 2.13 x 0.47 in),72 g (2.54 oz),,Mini-SIM,Organizer,"TFT tochscreen, 65K colors",,176 x 220 pixels,,,,,No,2MB,VGA,LED flash,Yes,,,,No,No,No,1.1,No,,No,,,Removable Li-Ion battery,,"Black, Silver",,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h,Up to 100 h,Yes,No,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N630,https://fdn2.gsmarena.com/vv/bigpic/nec-n630.gif,GSM,GSM 900 / 1800 / 1900,Flashlight,,Chinese handwriting recognition Downloadable pictures,,,,"2005, Q1",Discontinued,99 x 47 x 22 mm (3.90 x 1.85 x 0.87 in),95 g (3.35 oz),,Mini-SIM,Push to talk (VoIP service) Predictive text input Organizer Stopwatch Improved durability Thermometer Automatic volume control,"TFT resistive touchscreen, 65K colors",,176 x 220 pixels,,,,,No,2MB,VGA,,No,,,,No,No,No,No,No,,FM radio,Proprietary,"Compass, thermometer, sound level meter",Removable Li-Ion 700 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 2 h,Up to 140 h,Class 8,No,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
nec,NEC N850,https://fdn2.gsmarena.com/vv/bigpic/nec-n850.gif,GSM,GSM 900 / 1800 / 1900,"Second external STN, 4096 colors display (128 x 128 pixels) Downloadable pictures",,No,,,,"2005, Q1",Discontinued,93 x 46 x 24 mm (3.66 x 1.81 x 0.94 in),95 g (3.35 oz),,Mini-SIM,MP3 player Predictive text input Organizer Voice dial/memo,"TFT, 65K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~26.6% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,No,26MB,1.3 MP,,QCIF,,,,No,No,No,1.2,No,,No,Proprietary,,Removable Li-Ion battery,,Silver,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 2 h 30 min,Up to 100 h,Class 10,No,,"Yes, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
nec,NEC N840,https://fdn2.gsmarena.com/vv/bigpic/nen840.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second external STN, 65K colors display (120 x 30 pixels) Downloadable pictures",,No,,,,"2004, Q4",Discontinued,100 x 48 x 25 mm (3.94 x 1.89 x 0.98 in),118 g (4.16 oz),,Mini-SIM,MP3 player Predictive text input Organizer Voice memo,"TFT, 256K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~31.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"miniSD, 128 MB included",32MB,2 MP,LED flash,Yes,,,,No,No,No,1.2,No,,No,Proprietary,,Removable Li-Ion 1100 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 2 h 40 min,Up to 100 h,Class 10,No,,"Yes, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N750,https://fdn2.gsmarena.com/vv/bigpic/nec-n750.gif,GSM,GSM 900 / 1800 / 1900,"Second external OLED, 65K colors display (96 x 64 pixels) Downloadable pictures",,No,,,,"2005, Q1",Discontinued,92.9 x 45.8 x 23.6 mm (3.66 x 1.80 x 0.93 in),97 g (3.42 oz),,Mini-SIM,Predictive text input Organizer,"TFT, 256K colors",,176 x 220 pixels,,,,,No,,1.3 MP,,Yes,,,,No,No,No,1.1,No,,No,Proprietary,,Removable Li-Ion 700 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h,Up to 140 h,Class 10,No,,"Yes, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC 802,https://fdn2.gsmarena.com/vv/bigpic/ne802.gif,GSM / UMTS,GSM 900 / 1800,"Second external TFT display, (120 x 90 pixels), 65K colors Downloadable pictures",UMTS 2100,Videocall camera,,,"Yes, 384 kbps","2004, Q3",Discontinued,100 x 50 x 26 mm (3.94 x 1.97 x 1.02 in),125 g (4.41 oz),,Mini-SIM,Predictive text input Photo editor Organizer,"TFT, 65K colors",,"240 x 320 pixels, 4:3 ratio",,,,,miniSD,,1.3 MP,,Yes,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion battery,,"Royal bronze, Turquoise blue, Platinum silver",,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 2 h 20 min,Up to 430 h,,,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, Email",Yes + downloadable,Yes,,WAP,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N500,https://fdn2.gsmarena.com/vv/bigpic/nen500.gif,GSM,GSM 900 / 1800,Downloadable pictures,,No,,,,"2004, Q4",Discontinued,86 x 48 x 14.5 mm (3.39 x 1.89 x 0.57 in),80 g (2.82 oz),,Mini-SIM,Predictive text input Organizer,"TFT resistive touchscreen, 256K colors",,176 x 220 pixels,,,,,No,,VGA,,Yes,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,"White, black",,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h,Up to 120 h,Yes,No,,300 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes+ downloadable,No,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N342i,https://fdn2.gsmarena.com/vv/bigpic/nen342i.gif,GSM,GSM 900 / 1800 / 1900,Second external STN mono display (96 x 64 pixels) Downloadable wallpapers,,No,,,,"2004, Q4",Discontinued,86 x 47 x 24 mm (3.39 x 1.85 x 0.94 in),90 g (3.17 oz),,Mini-SIM,Predictive text input Organizer Voice memo,"CSTN, 65K colors",,128 x 160 pixels,,,,,No,2MB,VGA,,No,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 780 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h,Up to 200 h,Class 10,No,,250 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, Email","2 - Raida, DeepWar + downloadable","Yes, DoJa 1.5",,i-mode,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC e101,https://fdn2.gsmarena.com/vv/bigpic/nee101.gif,GSM,GSM 900 / 1800 / 1900,Second external STN mono display (96 x 64 pixels) Downloadable pictures,,1.5 MB user memory MMS 700KB Java 600KB,,,,"2004, Q4",Discontinued,"84 x 45 x 24 mm, 80 cc (3.31 x 1.77 x 0.94 in)",85 g (3.00 oz),,Mini-SIM,Predictive text input Organizer Voice memo,"CSTN, 65K colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~27.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,,VGA,,No,,,,No,No,No,No,No,,No,,,Removable Li-Ion 780 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h 20 min,Up to 200 h,Class 10,No,,250 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, Email",Yes+ downloadable,Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,
nec,NEC N110,https://fdn2.gsmarena.com/vv/bigpic/nen110.gif,GSM,GSM 900 / 1800,Second external mono display (96 x 64 pixels) Downloadable pictures,,No,,,,"2004, Q3",Discontinued,84 x 45 x 24 mm (3.31 x 1.77 x 0.94 in),85 g (3.00 oz),,Mini-SIM,Predictive text input Organizer,"STN, 65K colors",,128 x 160 pixels,,,,,No,2.3MB,VGA,,Yes,,,,No,No,No,No,No,,No,,,Removable Li-Ion 780 mAh battery,,"Silver, Blue",,,,,,,,,,,,,,,,,,,,,,,,,Up to 250 h,Class 10,No,,250,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes + downloadable,Yes,,,"Vibration; Downloadable polyphonic ringtones, composer",,,
nec,NEC N109,https://fdn2.gsmarena.com/vv/bigpic/nen109.gif,GSM,GSM 900 / 1800,Downloadable pictures,,No,,,,"2004, Q3",Discontinued,102 x 45 x 15 mm (4.02 x 1.77 x 0.59 in),73 g (2.57 oz),,Mini-SIM,Predictive text input Organizer World clock,"CSTN, 65K colors",,128 x 160 pixels,,,,,No,2MB,VGA,LED flash,Yes,,,,No,No,No,No,No,,No,,,Removable Li-Ion 570 mAh battery,,"Silver, Black, Blue",,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 2 h 40 min,Up to 120 h,Yes,No,,500,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes + downloadable,"Yes, MIDP 1.0",,WAP 1.2.1,"Vibration; Downloadable polyphonic ringtones, composer",,,
nec,NEC N100,https://fdn2.gsmarena.com/vv/bigpic/nen100.gif,GSM,GSM 900 / 1800,Downloadable pictures,,No,,,,"2004, Q3",Discontinued,102 x 45 x 16 mm (4.02 x 1.77 x 0.63 in),77 g (2.72 oz),,Mini-SIM,Predictive text input Organizer,"CSTN, 65K colors",,128 x 160 pixels,,,,,No,2MB,VGA,,Yes,,,,No,No,No,No,No,,No,,,Removable Li-Ion 570 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h 40 min,Up to 120 h,Yes,No,,500 fields,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes + downloadable,"Yes, MIDP 1.0",,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N920,https://fdn2.gsmarena.com/vv/bigpic/nen920.gif,GSM,GSM 900 / 1800,Wallpapers Downloadable pictures,,No,,,,"2004, Q3",Discontinued,85 x 54 x 9.6 mm (3.35 x 2.13 x 0.38 in),70 g (2.47 oz),,Mini-SIM,Predictive text input Organizer,"TFT, 65K colors",,128 x 160 pixels,,,,,No,2MB,VGA,LED flash,Yes,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h,Up to 200 h,Yes,No,,300,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC e338,https://fdn2.gsmarena.com/vv/bigpic/nee338.gif,GSM / UMTS,GSM 900 / 1800 / 1900,In 18 MB internal memory: - 4 MB maximum for MMS - 960 KB maximum for JAVA appl. - 5 MB for personal files,UMTS 2100,No,,,"Yes, 384 kbps","2004, Q3",Discontinued,"93.8 x 47.1 x 23.3 mm, 89 cc (3.69 x 1.85 x 0.92 in)",114 g (4.02 oz),,Mini-SIM,Video and audio streaming SyncML Audio/video player Predictive text input Organizer Voice memo,"TFT, 65K colors","2.0 inches, 31 x 39 mm, 12.6 cm2 (~28.5% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,No,,"CIF, rotating lens",,No,,,,Yes,No,No,No,No,,No,Proprietary,,Removable Li-Ion 1300 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h 30 min,Up to 180 h,,,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,
nec,NEC N620,https://fdn2.gsmarena.com/vv/bigpic/nen620.gif,GSM,GSM 900 / 1900,"Wallpapers, screensavers Chinese handwriting recognition  Downloadable logos",,No,,,,"2004, Q3",Discontinued,99.5 x 52.5 x 20 mm (3.92 x 2.07 x 0.79 in),102 g (3.60 oz),,Mini-SIM,Predictive text input Organizer,"TFT resistive touchscreen, 256K colors",,176 x 220 pixels,,,,,No,2MB,VGA,,Yes,,,,No,No,No,No,No,,No,,,Removable Li-Ion 800 mAh battery,,Silver and Dark Blue,,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h,Up to 200 h,Yes,No,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N610,https://fdn2.gsmarena.com/vv/bigpic/nen610.gif,GSM,GSM 900 / 1900,"Wallpapers, screensavers Chinese handwriting recognition Downloadable logos",,No,,,,"2004, Q3",Discontinued,89 x 48.5 x 21.2 mm (3.50 x 1.91 x 0.83 in),95 g (3.35 oz),,Mini-SIM,Predictive text input Organizer,"TFT resistive touchscreen, 256K colors",,176 x 220 pixels,,,,,No,,VGA,,Yes,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,"Red, Black, Silver",,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h,Up to 150 h,Yes,No,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes + downloadable,"Yes, MIDP 1.0",,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC e228,https://fdn2.gsmarena.com/vv/bigpic/nee228.gif,GSM / UMTS,GSM 900 / 1800,SyncML MP3/MP4 player Predictive text input Organizer Voice memo,UMTS 2100,,,,"Yes, 384 kbps","2004, Q2",Discontinued,129 x 54 x 21 mm (5.08 x 2.13 x 0.83 in),125 g (4.41 oz),,Mini-SIM,,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~21.9% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,Memory Stick Duo,19MB,VGA,,Yes,Yes,,,No,No,No,No,No,,No,,,Removable Li-Ion 1100 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h,Up to 100 h,,,,500,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N410i,https://fdn2.gsmarena.com/vv/bigpic/nen410i.gif,GSM,GSM 900 / 1800 / 1900,"Second STN, 65K colors (108 x 80 pixels) Incoming call LED with 12 colors Wallpapers Downloadable wallpapers, animations",,No,,,,"2004, March",Discontinued,"101 x 49 x 24 mm, 103 cc (3.98 x 1.93 x 0.94 in)",118 g (4.16 oz),,Mini-SIM,MP4 player Predictive text input Organizer Voice memo  Profiles,"TFT, 65K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~30.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,No,32MB,1.3 MP,LED flash,Yes,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 950 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 4 h 30 min,Up to 270 h,Class 8,No,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes + downloadable,Yes,,iMode,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N400i,https://fdn2.gsmarena.com/vv/bigpic/nen400i.gif,GSM,GSM 900 / 1800 / 1900,"Second LCD 65K colors (108 x 80 pixels) Incoming call LED with 12 colors Wallpapers Downloadable wallpapers, animations",,Total inbox mail size 600KB  60 sec. voice memo,,,,"2004, March",Discontinued,"101 x 49 x 24 mm, 100 cc (3.98 x 1.93 x 0.94 in)",110 g (3.88 oz),,Mini-SIM,Predictive text input Organizer Voice dial/memo Profiles,65K colors,"2.2 inches, 33 x 45 mm, 15.0 cm2 (~30.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,No,4MB,VGA,LED flash,Yes,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 950 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 4 h,Up to 270 h,Class 8,No,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes + downloadable,"Yes, DoJa 1.5",,iMode,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N331i,https://fdn2.gsmarena.com/vv/bigpic/nen331i.gif,GSM,GSM 900 / 1800 / 1900,"Second LCD display with 12 colors (30x96 pixels) Wallpapers Downloadable wallpapers, animations",,No,,,,"2004, March",Discontinued,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110 g (3.88 oz),,Mini-SIM,Predictive text input Organizer Voice memo  Profiles,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,CIF,,No,,,,No,No,No,No,No,,No,,,Removable Li-Ion 700 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h,Up to 200 h,Class 10,No,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes,No,,iMode,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC e313,https://fdn2.gsmarena.com/vv/bigpic/nee313.gif,GSM / UMTS,GSM 900 / 1800,4 MB max for MMS,UMTS 2100,No,,,"Yes, 384 kbps","2004, Q1",Discontinued,"146 x 54 x 20 mm, 125 cc (5.75 x 2.13 x 0.79 in)",126 g (4.44 oz),,Mini-SIM,MP3/MP4 player Predictive text input Organizer,"TFT, 65K colors",,220 x 176 pixels,,,,,Memory Stick Duo,19MB,VGA,,No,,,,No,No,No,No,Yes,,No,,,Removable Li-Ion 1100 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h,Up to 110 h,,,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N910,https://fdn2.gsmarena.com/vv/bigpic/nen910.gif,GSM,GSM 900 / 1800,Second external display 96 x 64 pixels (256 colors OLED) Wallpapers,,No,,,,"2004, Q1",Discontinued,57 x 52 x 22 mm (2.24 x 2.05 x 0.87 in),76 g (2.68 oz),,Mini-SIM,Predictive text input Organizer,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,VGA,,No,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h,Up to 200 h,Yes,No,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
