Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm
nec,NEC N900,https://fdn2.gsmarena.com/vv/bigpic/nen900.gif,GSM,GSM 900 / 1800,"Wallpapers, screensavers Downloadable logos",,No,,,,"2004, Q1",Discontinued,85 x 54 x 8.6 mm (3.35 x 2.13 x 0.34 in),70 g (2.47 oz),,Mini-SIM,Predictive text input Organizer Voice memo,"TFT, 65K colors","1.8 inches, 29 x 35 mm, 10.0 cm2 (~21.9% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~111 ppi density)",,,,,No,2MB,VGA,LED flash,No,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h,Up to 70 h,Class 8,No,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N830,https://fdn2.gsmarena.com/vv/bigpic/nen830.gif,GSM,GSM 900 / 1800 / 1900,"Second STN 65K colors (108 x 80 pixels) Downloadable wallpapers, animations",,No,,,,"2004, Q2",Discontinued,101 x 49 x 24 mm (3.98 x 1.93 x 0.94 in),110 g (3.88 oz),,Mini-SIM,Photo editor Predictive text input Organizer Voice recording Profiles,"TFT, 65K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~30.3% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,,No,,1.3 MP,,No,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion battery,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 3 h 30 min,Up to 100 h,Class 8,No,,"500 x 8 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",,Yes,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N820,https://fdn2.gsmarena.com/vv/bigpic/nen820.gif,GSM,GSM 900 / 1800 / 1900,"Second STN 65K colors (108 x 80 pixels) Downloadable wallpapers, animations",,No,,,,"2003, Q4",Discontinued,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110 g (3.88 oz),,Mini-SIM,Photo editor Predictive text input Organizer Voice recording Profiles,"TFT, 65K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~30.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,,No,4MB,VGA,LED flash,No,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion battery,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 5 h,Up to 100 h,Class 8,No,,"500 x 8 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",Field golf 3D,Yes,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N710,https://fdn2.gsmarena.com/vv/bigpic/nen710.gif,GSM,GSM 900 / 1800 / 1900,Second external display 96 x 30 pixels (12 colors LCD) Wallpapers Downloadable pictures and animations,,No,,,,"2004, Q1",Discontinued,91 x 45 x 26 mm (3.58 x 1.77 x 1.02 in),95 g (3.35 oz),,Mini-SIM,Predictive text input Organizer Photo editor Voice memo,"TFT, 65K colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~24.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,2MB,VGA,LED flash,No,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion battery,,"Silver, Pink",,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 100 h,Class 8,No,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, MMS",2 + downloadable,Yes,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N700,https://fdn2.gsmarena.com/vv/bigpic/nen700.gif,GSM,GSM 900 / 1800,Second external display 96 x 30 pixels (12 colors LCD) Wallpapers Downloadable pictures and animations,,No,,,,"2003, Q4",Discontinued,90 x 43 x 23 mm (3.54 x 1.69 x 0.91 in),95 g (3.35 oz),,Mini-SIM,Predictive text input Voice memo Organizer,"TFT, 65K colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~26.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,,CIF,LED flash,No,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,"Silver, Gold",,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 240 h,Class 8,No,,"500 x 9 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",2,No,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N600,https://fdn2.gsmarena.com/vv/bigpic/nen600.gif,GSM,GSM 900 / 1800,Second external mono LCD display (96 x 64 pixels) Wallpapers Downloadable pictures and animations,,Handwriting recognition software,,,,"2003, Q4",Discontinued,93.5 x 48 x 25 mm (3.68 x 1.89 x 0.98 in),110 g (3.88 oz),,Mini-SIM,Predictive text input Voice memo Organizer,"TFT resistive touchscreen, 65K colors",,"176 x 240 pixels, 4:3 ratio",,,,,No,,VGA,,No,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h 20 min,Up to 110 h,Yes,No,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC c616v,https://fdn2.gsmarena.com/vv/bigpic/nec616v.gif,GSM / UMTS,GSM 900 / 1800,Second external monochrome display (120 x 30 pixels) Wallpapers Downloadable pictures,UMTS 2100,Predictive text input MP3 player H.263 player Organizer Voice recorder,,,"Yes, 384 kbps","2003, Q4",Discontinued,"103 x 53 x 26 mm, 120 cc (4.06 x 2.09 x 1.02 in)",130 g (4.59 oz),,Mini-SIM,,"TFT, 65K colors","2.2 inches, 35 x 43 mm, 14.9 cm2 (~27.3% screen-to-body ratio)","176 x 240 pixels, 4:3 ratio (~135 ppi density)",,,,,Memory Stick Duo,19MB,VGA,,Yes,Yes,,,No,No,No,1.1,"Yes, with A-GPS",,No,Proprietary,,Removable Li-Ion 780 mAh battery,,Silver or Graphite,,,,,,,,,,,,,,,,,,,,,,,,Up to 1h 50 min,Up to 120 h,,,,500,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, Email",Yes + downloadable,Yes,,,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC e616,https://fdn2.gsmarena.com/vv/bigpic/nee616.gif,GSM / UMTS,GSM 900 / 1800,Second external monochrome display (120 x 30 pixels) Wallpapers Downloadable pictures and animations,UMTS 2100,MP3/H.263 player Predictive text input Organizer,,,"Yes, 384 kbps","2003, Q4",Discontinued,"103 x 53 x 26 mm, 120 cc (4.06 x 2.09 x 1.02 in)",130 g (4.59 oz),,Mini-SIM,,"TFT, 65K colors","2.2 inches, 35 x 43 mm, 14.9 cm2 (~27.3% screen-to-body ratio)","176 x 240 pixels, 4:3 ratio (~135 ppi density)",,,,,Memory Stick Duo,19MB,CIF,LED flash,Yes,Yes,,,No,No,No,1.1,Yes,,No,Proprietary,,Removable Li-Ion 780 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 1 h 50 min,Up to 120 h,,,,500,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, EMail",Yes,Yes,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC e808y,https://fdn2.gsmarena.com/vv/bigpic/nee808y.gif,GSM / UMTS,GSM 900 / 1800,Wallpapers,UMTS 2100,20 sec voice memo 12 sec video recorder,,,"Yes, 384 kbps","2003, Q3",Discontinued,143 x 75 x 20 mm (5.63 x 2.95 x 0.79 in),190 g (6.70 oz),,Mini-SIM,"Media player (audio and video) Organizer Voice dial/memo Video download Formats: MP4-Video, MP4 AAC, WMA, AMR, JPG, GIF, BMP, MIDI","TFT, 65K colors",,"132 x 160 pixels, 8 lines",,,,,No,64MB,CIF,,Yes,Yes,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion battery,,"2 - Gold, Black",,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h,Up to 70 h,,,QWERTY,"500 x 8 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, Email",Yes,Yes,,WAP,Vibration; Downloadable polyphonic ringtones,,Yes,Yes
nec,NEC e808,https://fdn2.gsmarena.com/vv/bigpic/nee808.gif,GSM / UMTS,GSM 900 / 1800,Wallpapers,UMTS 2100,20 sec voice memo  12 sec video recorder,,,"Yes, 384 kbps","2003, Q1",Discontinued,105 x 80 x 23 mm (4.13 x 3.15 x 0.91 in),200 g (7.05 oz),,Mini-SIM,Media player (audio and video)   Organizer Voice dial  Voice memo  Video download,"TFT, 65K colors",,"162 x 132 pixels, 8 lines",,,,,No,64MB,CIF,,Yes,Yes,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 1200 mAh battery,,"2 - Gold, Black",,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h 20 min,Up to 200 h,,,QWERTY,"500 x 8 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,Yes,,WAP,Vibration; Downloadable polyphonic ringtones,,Yes,Yes
nec,NEC e606,https://fdn2.gsmarena.com/vv/bigpic/nee606.gif,GSM / UMTS,GSM 900 / 1800,Navi key Wallpapers,UMTS 2100,20 sec voice memo 12 sec video recorder,,,"Yes, 384 kbps","2003, Q1",Discontinued,"109 x 53 x 32 mm, 140 cc (4.29 x 2.09 x 1.26 in)",145 g (5.11 oz),,Mini-SIM,"Media player (audio and video) Predictive text input Organizer Voice dial/memo Video download Formats: MP4-Video, MP4 AAC, WMA, AMR, JPG, GIF, BMP, MIDI","TFT, 65K colors",,"132 x 160 pixels, 8 lines",,,,,No,32MB,CIF,,Yes,Yes,,,No,No,No,1.1,No,,No,Proprietary,,Removable Li-Ion 1200 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h 20 min,Up to 200 h,,,,"500 x 8 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,Yes,,WAP,Vibration; Downloadable polyphonic ringtones,,Yes,Yes
nec,NEC e530,https://fdn2.gsmarena.com/vv/bigpic/nee530.gif,GSM,GSM 900 / 1800,"Second LCD 4096 colors (80 x 108 pixels) Download wallpapers, animations",,10 x 15 sec. voice memo,,,,"2003, Q4",Discontinued,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110 g (3.88 oz),,Mini-SIM,Predictive text input Organizer Voice memo Profiles,"TFT, 65K colors",,"162 x 216 pixels, 4:3 ratio",,,,,No,2MB,CIF,,No,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 800 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 3 h 20 min,Up to 200 h,Yes,No,,"500 x 8 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",Yes,Yes,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC e525,https://fdn2.gsmarena.com/vv/bigpic/nee525.gif,GSM,GSM 850 / 900 / 1800 / 1900,Second LCD 4096 colors (80 x 108 pixels),,20 x 20 sec. voice memo,,,,2003,Discontinued,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110 g (3.88 oz),,Mini-SIM,Predictive text input Organizer Voice memo Profiles,"TFT, 65K colors",,"162 x 216 pixels, 4:3 ratio",,,,,No,1MB,CIF,,No,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 800 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 3 h 20 min,Up to 200 h,Class 8,No,,"500 x 8 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,"English, Spanish, French",Yes,Yes
nec,NEC e232,https://fdn2.gsmarena.com/vv/bigpic/nee232.gif,GSM,GSM 900 / 1800 / 1900,"Second 12 colors LED (30 x 96 pixels) Download wallpapers, animations",,10 x 20 sec. voice memo,,,,"2003, Q2",Discontinued,"90 x 43 x 23 mm, 97 cc (3.54 x 1.69 x 0.91 in)",90 g (3.17 oz),,Mini-SIM,Predictive text input Organizer Voice memo,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,CIF,,No,,,,No,No,No,No,No,,No,,,Removable Li-Ion 700 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h 30 min,Up to 220 h,Yes,No,,"500 x 8 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",5,No,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N341i,https://fdn2.gsmarena.com/vv/bigpic/nen341i.gif,GSM,GSM 900 / 1800,"Second LCD 4096 colors (80 x 108 pixels) Downloadable wallpapers, animations",,No,,,,2003,Discontinued,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110 g (3.88 oz),,Mini-SIM,Predictive text input Organizer Voice memo  Profiles,"TFT, 65K colors",,"162 x 216 pixels, 4:3 ratio",,,,,No,,CIF,,No,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 800 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 3 h 20 min,Up to 200 h,Class 8,No,,"500 x 8 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes,Yes,,iMode,"Vibration; Downloadable polyphonic ringtones, composer",,Yes,Yes
nec,NEC N223i,https://fdn2.gsmarena.com/vv/bigpic/nen223i.gif,GSM,GSM 900 / 1800,"Second LCD (120 x 30 pixels) with 12 color  Download wallpaper, animation",,10 x 20 sec voice memo,,,,2003,Discontinued,"88 x 45 x 26 mm, 90 cc (3.46 x 1.77 x 1.02 in)",110 g (3.88 oz),,Mini-SIM,Predictive text input Organizer Voice memo  Profiles,"CSTN, 4096 colors",,"120 x 160 pixels, 4:3 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 780 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h 20 min,Up to 200 h,Class 8,No,,"500 x 8 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, Email","5 -  Belt, Poker, Puzzle, Thief & UFO",No,,iMode,Vibration; Downloadable polyphonic ringtones,,,
nec,NEC N22i,https://fdn2.gsmarena.com/vv/bigpic/nen22i.gif,GSM,GSM 900 / 1800,"Second LCD (120 x 30 pixels) with 12 color backlight Downloadable wallpapers, animations",,10 x 20 sec voice memo,,,,2003,Discontinued,"101 x 48 x 27 mm, 94 cc (3.98 x 1.89 x 1.06 in)",110 g (3.88 oz),,Mini-SIM,Predictive text input Organizer Voice memo  Profiles Interchangeable covers,"CSTN, 4096 colors",,"120 x 160 pixels, 4:3 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 800 mAh battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h 20 min,Up to 200 h,Class 8,No,,"500 x 8 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, Email","5 - Belt, Poker, Puzzle, Thief, UFO",No,,iMode,"Vibration; Downloadable polyphonic ringtones, composer",,Yes,Yes
nec,NEC N21i,https://fdn2.gsmarena.com/vv/bigpic/nen21i.gif,GSM,GSM 900 / 1800,"LED in 7 colors, color assigned to contact groups Dynamic font size Download wallpaper, animation and CLI pictures",,No,,,,2002,Discontinued,102 x 52 x 24.7 mm (4.02 x 2.05 x 0.97 in),120 g (4.23 oz),,Mini-SIM,Predictive text input Organizer Voice memo/dial Profiles Scratchpad,"CSTN, 256 colors",,"120 x 160 pixels, 10 lines, 4:3 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,3 h,165 h,Class 8,No,,500,"10 dialed, 10 received, 10 missed calls","SMS, Email","2 - Thief, Rolling Band",No,,"WAP, iMode","Vibration; Downloadable polyphonic ringtones, composer",,Yes,Yes
nec,NEC DB7000,https://fdn2.gsmarena.com/vv/bigpic/nedb7000.gif,GSM,GSM 900 / 1800,"LED in 7 colors, color assigned to contact groups Dynamic font size Download wallpaper, animation and CLI pictures",,No,,,,2002,Discontinued,102 x 52 x 24.7 mm (4.02 x 2.05 x 0.97 in),120 g (4.23 oz),,Mini-SIM,Predictive text input Organizer Voice memo  Profiles Scratchpad,"CSTN, 256 colors",,"120 x 160 pixels, 4:3 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,3 h,165 h,Class 8,No,,500,"10 dialed, 10 received, 10 missed calls",SMS,Yes,No,,WAP,"Vibration; Downloadable monophonic ringtones, composer",,Yes,Yes
nec,NEC DB6000,https://fdn2.gsmarena.com/vv/bigpic/nedb6000.gif,GSM,GSM 900 / 1800,Dynamic font size Wake up picture downloadable via WAP,,No,,,,2001,Discontinued,"94 x 50 x 26 mm, 100 cc (3.70 x 1.97 x 1.02 in)",,,Mini-SIM,Predictive text input Organizer Voice memo Profiles Scratchpad,Monochrome graphic,,"120 x 160 pixels, 4:3 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,5 h,195 h,No,No,,100,"10 dialed, 10 received, 10 missed calls",SMS,No,No,,WAP,"Vibration; Monophonic ringtones, composer",18,Yes,Yes
nec,NEC DB5000,https://fdn2.gsmarena.com/vv/bigpic/nedb5000.gif,GSM,GSM 900 / 1800,See who is calling feature 7 colour LED Dynamic font size,,No,,,,2001,Discontinued,"90 x 46 x 23 mm, 85 cc (3.54 x 1.81 x 0.91 in)",99 g (3.49 oz),,Mini-SIM,Predictive text input Profiles Organizer Scratchpad,Monochrome graphic,,"97 x 59 pixels, 5:3 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,5 h,200 h,No,No,,100,"10 dialed, 10 received, 10 missed calls",SMS,No,No,,,"Vibration; Monophonic ringtones, composer",18,Yes,Yes
nec,NEC DB4100,https://fdn2.gsmarena.com/vv/bigpic/nedb4100.gif,GSM,GSM 900 / 1800,Dynamic font size Softkeys,,No,,,,2000,Discontinued,"120 x 42 x 22 mm, 89 cc (4.72 x 1.65 x 0.87 in)",99 g (3.49 oz),,Mini-SIM,Profiles Organizer Scratchpad,Alphanumeric,,"97 x 59 pixels, 5:3 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,,,,,,,,,,,,,,,,,,,,,,,,,330 min,195 h,No,No,,100,"10 dialed, 10 received, 10 missed calls",SMS,No,No,,,Vibration; Monophonic ringtones,18,Yes,Yes
nec,NEC DB4000,https://fdn2.gsmarena.com/vv/bigpic/ned4000b.gif,GSM,GSM 900 / 1800,Dynamic font size Softkeys,,No,,,,2000,Discontinued,"120 x 42 x 22 mm, 89 cc (4.72 x 1.65 x 0.87 in)",99 g (3.49 oz),,Mini-SIM,Profiles Organizer Scratchpad,Alphanumeric,,"97 x 59 pixels, 5:3 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Metallic,,,,,,,,,,,,,,,,,,,,,,,,330 min,195 h,No,No,,100,"10 dialed, 10 received, 10 missed calls",SMS,No,No,,,Vibration; Monophonic ringtones,18,Yes,Yes
nec,NEC DB2000,https://fdn2.gsmarena.com/vv/bigpic/ned2000b.gif,GSM,GSM 900 / 1800,Fixed icons,,No,,,,1999,Discontinued,"131 x 41 x 19 mm, 100 cc (5.16 x 1.61 x 0.75 in)",130 g (4.59 oz),,Mini-SIM,Organizer Scratchpad,Alphanumeric,,4 x 12 chars,,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Metallic,,,,,,,,,,,,,,,,,,,,,,,,200 - 480 min,150 - 300 h,No,No,,,"5 dialed, 5 received, 5 missed calls",SMS,No,No,,,Vibration; Monophonic ringtones,17,Yes,Yes
nec,NEC DB500,https://fdn2.gsmarena.com/vv/bigpic/nedb500b.gif,GSM,GSM 900 / 1800,Fixed icons,,No,,,,1999,Discontinued,"134 x 48 x 26 mm, 120 cc (5.28 x 1.89 x 1.02 in)",135 g (4.76 oz),,Mini-SIM,Organizer Scratchpad Interchangeable front covers,Alphanumeric,,4 x 12 chars,,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable NiMH battery,,4,,,,,,,,,,,,,,,,,,,,,,,,120 - 400 min,130 - 150 h,No,No,,,"5 dialed, 5 received, 5 missed calls",SMS,No,No,,,Vibration; Monophonic ringtones,17,Yes,Yes
nec,NEC G9D+,https://fdn2.gsmarena.com/vv/bigpic/neg9dpb.gif,GSM,GSM 900,Fixed icons,,No,,,,1997,Discontinued,145 x 49 x 22.5 mm (5.71 x 1.93 x 0.89 in),200 g (7.05 oz),,Mini-SIM,,Alphanumeric,,4 x 12 chars,,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable NiMH battery,,,,,,,,,,,,,,,,,,,,,,,,,,105 min,28 h,No,No,,,,SMS,No,No,,,Vibration; Monophonic ringtones,,No,No
