Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm
sagem,Sagem VS3,https://fdn2.gsmarena.com/vv/bigpic/sagem-vs3.gif,GSM,GSM 900 / 1800,,,"2005, Q4",Discontinued,85 x 42 x 23 mm (3.35 x 1.65 x 0.91 in),76 g (2.68 oz),Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,No,1000 entries,"20 received, dialed and missed calls",,,,,,Yes,No,No,No,No,No,Proprietary,,"SMS, MMS",WAP,No,No,Second external STN mono display (96 x 55 pixels),Removable Li-Ion 730 mAh battery,Up to 240 h,Up to 4 h,,Silver,,Class 8,No,No,4MB,Vibration; Polyphonic(16) ringtones,Predictive text input Reminder,,,,,,,
sagem,Sagem VS2,https://fdn2.gsmarena.com/vv/bigpic/sagem-vs2.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, Q2",Discontinued,118.7 x 47.5 x 20.3 mm (4.67 x 1.87 x 0.80 in),125 g (4.41 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,No,1000 entries,"20 received, dialed and missed calls",,,,,,Yes,No,No,No,No,No,Proprietary,,"SMS, MMS",,No,No,No,Removable Li-Ion 920 mAh battery,Up to 300 h,Up to 4 h,,Black,,Class 8,No,Predictive text input Remainder,4MB,Vibration; Polyphonic(16) ringtones,,,,,,,,
sagem,Sagem VS1,https://fdn2.gsmarena.com/vv/bigpic/sagem-vs1.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, Q2",Discontinued,123.5 x 52.5 x 24.8 mm (4.86 x 2.07 x 0.98 in),125 g (4.41 oz),Mini-SIM,65K colors,,128 x 160 pixels,No,1000 entries,"20 received, dialed and missed calls",,,,,,Yes,No,No,No,No,No,Proprietary,,"SMS, MMS",,No,No,No,Removable Li-Ion 920 mAh battery,Up to 300 h,Up to 4 h,,Silver,,Class 8,No,Predictive text input Remainder,4MB,Vibration; Polyphonic(16) ringtones,,,,,,,,
sagem,Sagem MY V-85,https://fdn2.gsmarena.com/vv/bigpic/sagem-myv85.gif,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,"Yes, 384 kbps","2005, Q4",Discontinued,112 x 20 x 46 mm (4.41 x 0.79 x 1.81 in),120 g (4.23 oz),Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,microSD (dedicated slot),"Yes, Photocall","20 dialed, 20 received, 20 missed calls",1.3 MP,,QCIF,VGA videocall camera,,No,No,No,Yes,No,No,Proprietary,,"SMS, EMS, MMS, EMail",WAP 2.0/xHTML,Yes + downloadable,"Yes, MIDP 2.0",MP3 player Predictive text input Calculator Photo editor,Removable Li-Ion battery,Up to 300 h,Up to 4 h,,Graphite,,,,,8MB,Vibration; Downloadable polyphonic ringtones,,,Yes,,,,,
sagem,Sagem MY V-76,https://fdn2.gsmarena.com/vv/bigpic/sagem-myv76.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, July",Discontinued,110 x 19 x 47 mm (4.33 x 0.75 x 1.85 in),104 g (3.67 oz),Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,microSD (dedicated slot),"Yes, Photocall","20 dialed, 20 received, 20 missed calls",1.3 MP,LED flash,Yes,,,No,No,No,1.2,No,No,,,"SMS, EMS, MMS",WAP 2.0/xHTML,Yes + downloadable,"Yes, MIDP 2.0",No,Removable Li-Ion 920 mAh battery,Up to 350 h,Up to 4 h,,Silver,,Class 10,No,MP3 player Calculator Photo editor Voice memo Predictive text input,8MB,Vibration; Downloadable polyphonic ringtones,,,Yes,,,,,
sagem,Sagem MY V-56,https://fdn2.gsmarena.com/vv/bigpic/sagem-myv56.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q4",Discontinued,106 x 19 x 46 mm (4.17 x 0.75 x 1.81 in),97 g (3.42 oz),Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,No,"In shared memory, Photo call","20 dialed, 20 received, 20 missed calls",VGA,,No,,,Yes,No,No,No,No,No,,,"SMS, MMS",WAP 2.0/xHTML,Yes + downloadable,Yes,Animated screensavers Color backgrounds Downloadable logos,Removable Li-Ion 920 mAh battery,Up to 370 h,Up to 4 h 50 min,,Silver,,Class 10,No,No,4MB,"Vibration; Downloadable polyphonic, Hi-Fi ringtones",Predictive text input Organizer Voice dial/memo Exchangeable cover,,Yes,,,,,
sagem,Sagem myW-7,https://fdn2.gsmarena.com/vv/bigpic/sagem-myw7.gif,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,"Yes, 384 kbps","2006, February",Discontinued,"112 x 46 x 20 mm, 93 cc (4.41 x 1.81 x 0.79 in)",119 g (3.84 oz),Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,microSD (dedicated slot),Yes,"20 dialed, 20 received, 20 missed calls",1.3 MP,,Yes,VGA videocall camera,,Yes,No,No,Yes,No,No,Proprietary,,"SMS, EMS, MMS, Email",WAP 2.0/xHTML,Yes + downloadable,"Yes, MIDP 2.0",Video telephony & streaming MP3/AAC player  Predictive text input Organizer Voice memo,Removable Li-Ion 1100 mAh battery,Up to 300 h,Up to 4 h,,Silver,,,,,6MB,Vibration; Downloadable polyphonic ringtones,,,Yes,,,,,
sagem,Sagem myMobileTV,https://fdn2.gsmarena.com/vv/bigpic/sagem-mymobiletv.gif,GSM,GSM 900 / 1800 / 1900,,,"2006, February",Discontinued,"115 x 47 x 20.8 mm, 107 cc (4.53 x 1.85 x 0.82 in)",125 g (4.41 oz),Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 4:3 ratio",microSD (dedicated slot),Yes,"20 dialed, 20 received, 20 missed calls",1.3 MP,,Yes,,,Yes,No,No,No,No,No,Proprietary (optional),,"SMS, EMS, MMS, EMail, Instant Messaging",WAP 2.0/xHTML,Yes,"Yes, MIDP 2.0",No,Removable Li-Ion battery,Up to 350 h,Up to 5 h,,Black,,Class 10,No,DVB-H TV receiver MP3 player  Predictive text input Organizer Voice memo,40MB,Vibration; Downloadable polyphonic ringtones,,,Yes,,,,,
sagem,Sagem MY C2-3,https://fdn2.gsmarena.com/vv/bigpic/sagem-myc2-3.gif,GSM,GSM 900 / 1800,,,"2005, Q4",Discontinued,"73 x 42 x 21 mm, 70 cc (2.87 x 1.65 x 0.83 in)",75 g (2.65 oz),Mini-SIM,"CSTN, 4096 colors",,"101 x 80 pixels, 6 lines",No,"255 entries, contact groups","20 received, dialed and missed calls",,,,,,Yes,No,No,No,No,No,,,"SMS, EMS, MMS",WAP 1.2,,No,Downloadable wallpapers,Removable Li-Ion 700 mAh battery,Up to 240 h,Up to 3 h,,,,Class 10,No,Message templates,240 KB,"Vibration; Downloadable polyphonic, Hi-Fi ringtones",Predictive text input Calculator Currency converter,,,,,,,
sagem,Sagem myZ-5,https://fdn2.gsmarena.com/vv/bigpic/sagem-myz5.gif,GSM,GSM 900 / 1800 / 1900,,,"2006, February",Discontinued,85 x 42 x 23 mm (3.35 x 1.65 x 0.91 in),85 g (3.00 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,No,Yes,"20 dialed, 20 received, 20 missed calls",VGA,,Yes,,,Yes,No,No,No,No,No,Proprietary,,"SMS, EMS, MMS",WAP 2.0/xHTML,2,"Yes, MIDP 2.0",Screensavers and wallpapers Downloadable logos and applications,Removable Li-Ion battery,Up to 240 h,Up to 3 h,,,,Class 10,No,No,3.7MB,"Vibration; Downloadable polyphonic, MP3 ringtones",Predictive text input Organizer,,,,,,,
sagem,Sagem MY C5-3,https://fdn2.gsmarena.com/vv/bigpic/sagem-myc5-3.gif,GSM,GSM 900 / 1800,,,"2006, October",Discontinued,82 x 43 x 23 mm (3.23 x 1.69 x 0.91 in),85 g (3.00 oz),Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,No,"500 x 10 fields, Photo call, 15 groups","20 dialed, 10 received, 10 missed calls",VGA,,Yes,,,No,No,No,No,No,No,,,"SMS, EMS, MMS",WAP 2.0/xHTML,Yes  + downloadable,"Yes, MIDP 2.0",Second external display B/W (96 x 64 pixels),Removable Li-Ion 700 mAh battery,Up to 240 h,Up to 3 h,,,About 110 EUR,Yes,No,100 short messages,3MB,"Vibration; Downloadable polyphonic, MP3 ringtones",Predictive text input Organizer Photo editor,,,,,,,
sagem,Sagem MY C3-2,https://fdn2.gsmarena.com/vv/bigpic/samyc3-2.gif,GSM,GSM 900 / 1800,,,"2005, Q1",Discontinued,"77 x 41 x 22 mm, 70 cc (3.03 x 1.61 x 0.87 in)",75 g (2.65 oz),Mini-SIM,"CSTN, 65K colors",,"128  x 128 pixels, 6 lines, 1:1 ratio",No,Yes,"20 received, dialed and missed calls",,,,,,Yes,No,No,No,No,No,,,"SMS, EMS, MMS",WAP 1.2,Yes,"Yes, MIDP 2.0 (MY C3-2j only)",Second external display (96 x 64 pixels) Downloadable wallpapers,Removable Li-Ion 650 mAh battery,Up to 240 h,Up to 3 h,,,,Yes,No,No,,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer,,,,,,,
sagem,Sagem MY Z-55,https://fdn2.gsmarena.com/vv/bigpic/sagem-myz55.gif,GSM,GSM 900 / 1800,,,"2005, Q1",Discontinued,81 x 41 x 24 mm (3.19 x 1.61 x 0.94 in),85 g (3.00 oz),Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,No,Yes,"20 dialed, 20 received, 20 missed calls",VGA,,No,,,No,No,No,No,No,No,Proprietary,,"SMS, EMS, MMS",WAP 2.0/xHTML,2,Yes,Screensavers and wallpapers Downloadable logos and applications,Removable Li-Ion battery,Up to 300 h,Up to 3 h,,,,Class 10,No,No,3.7MB,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer,,,,,,,
sagem,Sagem MY X6-2,https://fdn2.gsmarena.com/vv/bigpic/sagem-myx6-2.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, Q1",Discontinued,110 x 47 x 19 mm (4.33 x 1.85 x 0.75 in),104 g (3.67 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 31 x 39 mm, 12.6 cm2 (~24.3% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),microSD (dedicated slot),1500,"20 dialed, 10 received, 10 missed calls",1.3 MP,,Yes,,,Yes,No,No,1.2,No,No,,,"SMS, EMS, MMS",WAP 2.0/xHTML,Yes + downloadable,"Yes, MIDP 2.0",Screensavers and wallpapers Downloadable logos,Removable Li-Ion 760 mAh battery,Up to 350 h,Up to 4 h,,,,Class 10,No,No,10MB,"Vibration; Downloadable polyphonic, MP3 ringtones",MP3/AAC player Predictive text input Calculator Photo editor Voice memo,,Yes,,,,,
sagem,Sagem MY X2-2,https://fdn2.gsmarena.com/vv/bigpic/samyx2-2.gif,GSM,GSM 900 / 1800,,,"2005, Q1",Discontinued,105.6 x 46 x 20 mm (4.16 x 1.81 x 0.79 in),88 g (3.10 oz),Mini-SIM,4096 colors,,101 x 80 pixels,No,500 x 10 fields,"10 dialed, 10 received, 10 missed calls",,,,,,Yes,No,No,No,No,No,,,"SMS, EMS, MMS (myX2-2m only)",WAP 1.2.1,1 embedded,No,Downloadable screensavers,Removable Li-Ion 680 mAh battery,Up to 200 h,Up to 3 h 20 min,,,,Yes (myX2-2m only),No,myX2-2m: up to 470 KB myX2-2: up to 240 KB,,Vibration; Downloadable polyphonic ringtones,Predictive text input Calculator Currency converter Changeable covers,,,,,,,
sagem,Sagem MY X1-2,https://fdn2.gsmarena.com/vv/bigpic/samyx1-2.gif,GSM,GSM 900 / 1800,,,"2005, Q1",Discontinued,106 x 47 x 21 mm (4.17 x 1.85 x 0.83 in),93 g (3.28 oz),Mini-SIM,Monochrome graphics,,"96 x 64 pixels, 3:2 ratio",No,100 entries,"10 dialed, 10 received, 10 missed calls",,,,,,Yes,No,No,No,No,No,,,"SMS, EMS(myX1-2w only)",WAP 1.2.1 (myX1-2w only),Yes,No,GSM 850 / 1900 - US version,Removable Li-Ion battery,Up to 240 h,Up to 3 h,,,,Class 8,No,Downloadable wallpapers,,"Vibration; Polyphonic(16) ringtones, composer",Exchangeable covers,,,,,,,
sagem,Sagem MY C5-2,https://fdn2.gsmarena.com/vv/bigpic/samyc5-2.gif,GSM,GSM 900 / 1800,,,"2004, Q4",Discontinued,82 x 43 x 23 mm (3.23 x 1.69 x 0.91 in),80 g (2.82 oz),Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,No,"500 x 10 fields, Photo call, 15 groups","20 dialed, 10 received, 10 missed calls",VGA,,No,,,No,No,No,No,No,No,,,"SMS, EMS, MMS",WAP 1.2.1,"Siberian Strike, Gulo's Tale  + downloadable","Yes, MIDP 2.0",Second external display B/W (96 x 64 pixels),Removable Li-Ion 670 mAh battery,Up to 240 h,Up to  3 h,,,,Yes,No,100 short messages,3.7MB,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer Photo editor,,,,,,,
sagem,Sagem MY X-8,https://fdn2.gsmarena.com/vv/bigpic/samyx8.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q3",Discontinued,115 x 47 x 20.8 mm (4.53 x 1.85 x 0.82 in),125 g (4.41 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 34 x 45 mm, 15.0 cm2 (~27.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",miniSD,"300 entries, Photo call","20 dialed, 10 received, 10 missed calls",1.3 MP,LED flash,Yes,,,Yes,No,No,1.2,No,No,Proprietary,,"SMS, EMS, MMS",WAP 2.0/xHTML,Yes,"Yes, MIDP 2.0",Animated screensavers Color backgrounds,Removable Li-Ion battery,Up to 350 h,Up to 5 h,,,,Class 10,No,No,40MB,"Vibration; Downloadable polyphonic, MP3, Hi-Fi ringtones",Video/MP3 player Predictive text input Organizer,,Yes,,,,,
sagem,Sagem MY X-4,https://fdn2.gsmarena.com/vv/bigpic/samyx4.gif,GSM,GSM 900 / 1800,,,"2004, Q3",Discontinued,104 x 46 x 18 mm (4.09 x 1.81 x 0.71 in),95 g (3.35 oz),Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",No,"500 x 10 fields, 15 groups, Photo call","20 dialed, 10 received, 10 missed calls",,,,,,Yes,No,No,No,No,No,Proprietary,,"SMS, MMS, Instant Messaging",WAP,2 + downloadable,"Yes, MIDP 2.0",5-way navi key Downloadable pictures,Removable Li-Ion battery,Up to 340 h,Up to 4 h,,,,Class 10,No,No,3.5MB,Vibration; Downloadable polyphonic ringtones,Predictive text input Video/media player Organizer Exchangeable covers,,,,,,,
sagem,Sagem MY C4-2,https://fdn2.gsmarena.com/vv/bigpic/sagem-myc4-2.gif,GSM,GSM 900 / 1800,,,"2004, Q4",Discontinued,77 x 42 x 23 mm (3.03 x 1.65 x 0.91 in),75 g (2.65 oz),Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",No,Yes,"20 dialed, 10 received, 10 missed calls",VGA,LED flash,No,,,No,No,No,No,No,No,,,"SMS, EMS, MMS",WAP 2.0/xHTML,Yes,"Yes, MIDP 2.0",Second external display B/W (96 x 64 pixels) Wallpapers Downloadable pictures,Removable Li-Ion 650 mAh battery,Up to 240 h,Up to 3 h,,"Silver , Black",,Class 8,No,No,,"Vibration; Downloadable polyphonic, Hi-Fi ringtones",Predictive text input Organizer Voice memo,,,,,,,
sagem,Sagem MY C-4,https://fdn2.gsmarena.com/vv/bigpic/samyc4.gif,GSM,GSM 900 / 1800,,,"2004, Q3",Discontinued,90 x 44.5 x 23 mm (3.54 x 1.75 x 0.91 in),92 g (3.25 oz),Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",No,In shared memory,"20 dialed, 10 received, 10 missed calls",,,,,,No,No,No,No,No,No,,,"SMS, EMS, MMS",WAP 1.2.1,2,"Yes, MIDP 2.0",Wallpapers Downloadable pictures,Removable Li-Ion 630 mAh battery,Up to 240 h,Up to 4 h,,Wine red,,Class 10,No,No,4.7MB,"Vibration; Downloadable polyphonic, Hi-Fi ringtones",Predictive text input Organizer Voice memo,,,,,,,
sagem,Sagem MY S-7,https://fdn2.gsmarena.com/vv/bigpic/samys7.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q1",Discontinued,"110 x 49 x 21 mm, 110 cc (4.33 x 1.93 x 0.83 in)",120 g (4.23 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~28.3% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),MMC/SD,,,VGA,,Yes,,,Yes,No,No,No,No,No,Proprietary,,,WAP 2.0/xHTML,,,Animated screensavers Color backgrounds Downloadable logos,Removable Li-Ion battery,Up to 100 h,Up to 4 h,,,,Class 10,No,No,32MB,"Vibration; Downloadable polyphonic, MP3, Hi-Fi ringtones",MP3 player Predictive text input Organizer Voice memo,,Yes,,Microsoft Smartphone 2003 SE,Intel PXA 262 200 MHz,,
sagem,Sagem MY Z-3,https://fdn2.gsmarena.com/vv/bigpic/samyz3.gif,GSM,GSM 900 / 1800,,,"2004, Q1",Discontinued,100 x 45 x 24 mm (3.94 x 1.77 x 0.94 in),105 g (3.70 oz),Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,No,255 entries,"15 dialed, 15 received, 15 missed calls",,,,,,No,No,No,No,No,No,Proprietary,,"SMS, EMS, MMS",WAP 1.2.1,2,No,Screensavers and wallpapers Downloadable logos and applications,Removable Li-Ion 780 mAh battery,Up to 300h,Up to 3 h,,,,Class 10,No,No,1.5MB,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer,,Yes,,,,,
sagem,Sagem MY C2-2,https://fdn2.gsmarena.com/vv/bigpic/samyc2-2.gif,GSM,GSM 900 / 1800,,,"2004, Q2",Discontinued,85 x 44 x 21 mm (3.35 x 1.73 x 0.83 in),80 g (2.82 oz),Mini-SIM,"CSTN, 4096 colors",,"101 x 80 pixels, 6 lines",No,"250 entries, contact groups","20 received, dialed and missed calls",,,,,,Yes,No,No,No,No,No,,,"SMS, EMS",WAP 1.2,,No,Downloadable wallpapers,Removable Li-Ion battery,Up to 360 h,Up to 3 h,,,,No,No,100 short messages Message templates,,"Vibration; Downloadable polyphonic, Hi-Fi ringtones",Predictive text input Calculator Currency converter,,,,,,,
sagem,Sagem SG 321i,https://fdn2.gsmarena.com/vv/bigpic/sasg321i.gif,GSM,GSM 900 / 1800,,,"2004, Q1",Discontinued,100 x 45 x 24 mm (3.94 x 1.77 x 0.94 in),105 g (3.70 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,No,Yes,"15 dialed, 15 received, 15 missed calls",,,,,,No,No,No,No,No,No,Proprietary,,"SMS, EMS, MMS","WAP 2.0/xHTML, iMode",Yes + downloadable,Yes,Screensavers and wallpapers Downloadable logos,Removable Li-Ion battery,,,,,,Class 8,No,No,,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer,,,,,,,
sagem,Sagem MY V-55,https://fdn2.gsmarena.com/vv/bigpic/samyv55.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q2",Discontinued,106 x 46 x 19 mm (4.17 x 1.81 x 0.75 in),97 g (3.42 oz),Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,No,"In shared memory, Photo call","20 dialed, 20 received, 20 missed calls",VGA,,No,,,Yes,No,No,No,No,No,,,"SMS, MMS",WAP 2.0/xHTML,Yes + downloadable,Yes,Animated screensavers Color backgrounds Downloadable logos,Removable Li-Ion 920 mAh battery,Up to 375 h,Up to 4 h 45 min,,,,Class 10,No,No,4MB,"Vibration; Downloadable polyphonic, Hi-Fi ringtones",Predictive text input Organizer Voice dial/memo Exchangeable cover,,Yes,,,,,
sagem,Sagem MY X5-2,https://fdn2.gsmarena.com/vv/bigpic/samyx52.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q1",Discontinued,106 x 46 x 19 mm (4.17 x 1.81 x 0.75 in),97 g (3.42 oz),Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,No,1500,"15 dialed, 15 received, 15 missed calls",VGA,,No,,,Yes,No,No,No,No,No,Proprietary,,"SMS, EMS, MMS",WAP 2.0/xHTML,Yes + downloadable,"Yes, MIDP 2.0",Screensavers and wallpapers Downloadable logos,Removable Li-Ion battery,Up to 300 h,Up to 5 h,,,,Class 10,No,No,4MB,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer Photo editor Voice memo,,Yes,,,,,
sagem,Sagem MY V-75,https://fdn2.gsmarena.com/vv/bigpic/samyv75.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q1",Discontinued,110 x 46 x 22 mm (4.33 x 1.81 x 0.87 in),106 g (3.74 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,No,In shared memory,"15 dialed, 15 received, 15 missed calls",VGA,,No,,,Yes,No,No,No,No,No,,,"SMS, MMS",WAP 1.2.1,Yes + Java downloadable,No,Animated screensavers Color backgrounds Downloadable logos,Removable Li-Ion battery,,,,,,Yes,No,No,4MB,"Vibration; Downloadable polyphonic, Hi-Fi ringtones",Predictive text input Organizer,,Yes,,,,,
sagem,Sagem MY C-3b,https://fdn2.gsmarena.com/vv/bigpic/samyc3b.gif,GSM,GSM 900 / 1800,,,"2004, Q1",Discontinued,81 x 51 x 22.5 mm (3.19 x 2.01 x 0.89 in),85 g (3.00 oz),Mini-SIM,"CSTN, 65K colors",,"128 x 160 pixels, 12 lines",No,300 x 9 fields,"20 dialed, 10 received, 10 missed calls",,,,,,No,No,No,No,No,No,,,"SMS, EMS, MMS",WAP 2.0/xHTML,3,No,Animated screensavers Color backgrounds,Removable Li-Ion battery,Up to 120 h,Up to 2 h,,"2 - Silver, Red",,Class 8,No,No,1.5MB,"Vibration; Downloadable polyphonic, Hi-Fi ringtones",Predictive text input Organizer Voice memo,,,,,,,
