Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser
spice,Spice Mi-300,https://fdn2.gsmarena.com/vv/bigpic/spice-mi300.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2010, August. Released 2010, August",Discontinued,114.9 x 56.8 x 12.6 mm (4.52 x 2.24 x 0.50 in),114 g (4.02 oz),Mini-SIM,"LCD touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~46.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","Android 1.6 (Donut), upgradable to 2.1 (Eclair)",,,,microSDHC (dedicated slot),,5 MP,Yes,Trackball,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP",Yes,No,microUSB,Accelerometer,No,Removable Li-Ion battery,Up to 300 h (2G) / Up to 250 h (3G),Up to 4 h (2G) / Up to 3 h (3G),Black,,LED flash,,,,HSDPA 900 / 1900 / 2100,HSPA 7.2/0.384 Mbps,About 140 EUR,,,,,,,,MP4/WMV/H.264 player MP3/WAV/eAAC+ player Organizer Document viewer Photo/video editor Voice memo Predictive text input,HTML
spice,Spice M-6 Sports,https://fdn2.gsmarena.com/vv/bigpic/spice-m6-sports.jpg,GSM,GSM 900 / 1800 - SIM 1,Class 12,No,"2010, August. Released 2010, August",Discontinued,112.9 x 48.2 x 13.2 mm (4.44 x 1.90 x 0.52 in),88.4 g (3.10 oz),Dual SIM (Mini-SIM),"TFT,  256K colors","2.2 inches, 15.0 cm2 (~27.5% screen-to-body ratio)","180 x 240 pixels, 4:3 ratio (~136 ppi density)",,,,,microSDHC (dedicated slot),1MB,1.3 MP,Yes,GSM 900 / 1800 - SIM 2,Yes,No,No,"2.0, A2DP",No,"FM radio, scheduled recording",Proprietary,,No,Removable Li-Ion 1000 mAh battery,Up to 250 h,Up to 5 h,"Orange, Green",,,,,,,,About 30 EUR,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, IM",Yes,Yes,,"Yahoo, Twitter, Facebook, Snaptu Organizer Currency/Unit Convertor MP4/H.263 player MP3/WAV/AAC+ player Auto Power On/Off Predictive text input",WAP 2.0/xHTML
spice,Spice M-6363,https://fdn2.gsmarena.com/vv/bigpic/spice-m6363.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1,Class 12,No,"2010, August. Released 2010, August",Discontinued,107 x 48.2 x 15.5 mm (4.21 x 1.90 x 0.61 in),92 g (3.25 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","2.0 inches, 12.6 cm2 (~24.4% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSDHC (dedicated slot),,2 MP,Yes,GSM 900 / 1800 / 1900 - SIM 2,Yes,No,No,"1.2, A2DP",No,"FM radio, scheduled recording",Proprietary,,No,Removable Li-Ion 1500 mAh battery,Up to 400 h,Up to 8 h,Black,,,,,,,,About 30 EUR,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, IM",Yes,Yes,,"Facebook, Yahoo, Nimbuzz, Twitter, Picassa Organizer Currency/Unit Convertor Auto Power On/Off Predictive text input",WAP 2.0/xHTML
spice,Spice QT-56,https://fdn2.gsmarena.com/vv/bigpic/spice-qt-56.jpg,GSM / CDMA,GSM 900 / 1800,Class 10,No,"2010, August. Released 2010, August",Discontinued,113.4 x 61.3 x 14.1 mm (4.46 x 2.41 x 0.56 in),95 g (3.35 oz),Mini-SIM,"TFT,  256K colors","2.0 inches, 12.6 cm2 (~18.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSDHC (dedicated slot),,VGA,Yes,CDMA 800 / 1900,Yes,No,No,2.0,No,"FM radio, scheduled recording",Proprietary,,Flashlight,Removable Li-Ion 1000 mAh battery,Up to 220 h,Up to 3 h,Black,,,,,,,,About 60 EUR,QWERTY,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, IM",Yes,No,,"Facebook, Yahoo, Nimbuzz, Twitter, Picassa Organizer Currency/Unit Convertor Auto Power On/Off Predictive text input",WAP 2.0/xHTML
spice,Spice G-6565,https://fdn2.gsmarena.com/vv/bigpic/spice-g-6565.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1,,,"2010, September. Released 2010, September",Discontinued,115.6 x 50.6 x 11.5 mm (4.55 x 1.99 x 0.45 in),91.8 g (3.21 oz),Dual SIM (Mini-SIM),"TFT,  256K colors","2.4 inches, 17.8 cm2 (~30.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),16MB,3.15 MP,Yes,GSM 900 / 1800 / 1900 - SIM 2,Yes,No,No,"2.1, A2DP",No,No,Proprietary,,MP4/H.263 player MP3/AAC+ player Organizer Currency/Unit Convertor Auto Power On/Off Predictive text input,Removable Li-Ion 900 mAh battery,Up to 200 h (2G) / Up to 150 h (3G),Up to 4 h (2G) / Up to 3 h (3G),Black,,,Yes,,,HSDPA 2100 - SIM 1,HSPA 3.6/0.384 Mbps,About 150 EUR,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, IM",Yes,Yes,,,WAP 2.0/xHTML
spice,Spice QT-52,https://fdn2.gsmarena.com/vv/bigpic/spice-qt-52.jpg,GSM,GSM 900 / 1800 - SIM 1,Class 10,No,"2010, July. Released 2010, July",Discontinued,111.8 x 60.4 x 13.9 mm (4.40 x 2.38 x 0.55 in),90 g (3.17 oz),Mini-SIM,"TFT,  256K colors","2.0 inches, 12.6 cm2 (~18.6% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSDHC (dedicated slot),3MB,VGA,Yes,GSM 900 / 1800 - SIM 2,Yes,No,No,2.0,No,"FM radio, scheduled recording",Proprietary,,Flashlight,Removable Li-Ion 1000 mAh battery,Up to 300 h,Up to 4 h,Black,,,,,,,,About 30 EUR,QWERTY,2000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, IM",Yes,No,,"Facebook, Yahoo, Nimbuzz, Twitter, Picassa Organizer Currency/Unit Convertor Auto Power On/Off Predictive text input",WAP 2.0/xHTML
spice,Spice QT-60,https://fdn2.gsmarena.com/vv/bigpic/spice-qt-60.jpg,GSM,GSM 900 / 1800 - SIM 1,Class 10,No,"2010, June. Released 2010, June",Discontinued,111 x 60 x 13.8 mm (4.37 x 2.36 x 0.54 in),-,Dual SIM (Mini-SIM),"TFT,  256K colors","2.0 inches, 12.6 cm2 (~18.9% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSDHC (dedicated slot),3MB,2 MP,Yes,GSM 900 / 1800 - SIM 2,Yes,No,No,"2.1, A2DP",No,"FM radio, scheduled recording",Proprietary,,Trackball Flashlight,Removable Li-Ion 1000 mAh battery,Up to 300 h,Up to 4 h,Black/Yellow,,,,,,,,About 50 EUR,QWERTY,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, IM",Yes,Yes,,MP4/H.264 player MP3/AAC+ player Organizer Currency/Unit Convertor Auto Power On/Off Predictive text input,WAP 2.0/xHTML
spice,Spice M-5161,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5161.jpg,GSM,GSM 900 / 1800 - SIM 1,Class 10,No,"2010, July. Released 2010, July",Discontinued,-,-,Dual SIM (Mini-SIM),"TFT, 65K colors","2.0 inches, 12.6 cm2",176 x 220 pixels (~141 ppi density),,,,,microSDHC (dedicated slot),1MB,VGA,Yes,GSM 900 / 1800 - SIM 2,Yes,No,No,1.2,No,"FM radio, scheduled recording",Proprietary,,No,Removable Li-Ion 1200 mAh battery,Up to 300 h,Up to 4 h 30 min,Black,,,,,,,,About 30 EUR,,1200 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, IM",Yes,No,,MP4/H.263 player MP3/AAC+ player Organizer Currency/Unit Convertor Auto Power On/Off Predictive text input,WAP 1.2
spice,Spice M-5055,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5055.jpg,GSM,GSM 900 / 1800 - SIM 1,Yes,No,"2010, June. Released 2010, June",Discontinued,104.1 x 44.9 x 15.9 mm (4.10 x 1.77 x 0.63 in),72.5 g (2.54 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","1.8 inches, 10.2 cm2 (~21.8% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSDHC (dedicated slot),4MB,Yes,Yes,GSM 900 / 1800 - SIM 2,Yes,No,No,No,No,"FM radio, scheduled recording",No,,Flashlight,Removable Li-Ion 1000 mAh battery,Up to 250 h,Up to 4 h,Black,,,,,,,,About 20 EUR,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Downloadable,No,,MP4/H.263 player MP3/AAC player Organizer Auto Power On/Off Predictive text input,WAP 1.2
spice,Spice S-7000,https://fdn2.gsmarena.com/vv/bigpic/spice-s7000.jpg,GSM,GSM 900 / 1800,Class 10,Yes,"2010, June. Released 2010, June",Discontinued,108 x 52 x 11.8 mm (4.25 x 2.05 x 0.46 in),-,Mini-SIM,"TFT resistive touchscreen, 256K colors","3.2 inches, 29.1 cm2 (~51.9% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,,,microSDHC (dedicated slot),16MB,3.15 MP,Yes,No,Yes,No,No,2.0,No,"FM radio, scheduled recording",Proprietary,,SNS integration MP4/H.263 player MP3/AAC+ player Organizer Currency/Unit Convertor Auto Power On/Off Predictive text input,Removable Li-Ion 880 mAh battery,Up to 220 h,Up to 3 h 30 min,White,,,,,,,,About 70 EUR,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, IM",Downloadable,Yes,,,"WAP 2.0/xHTML, HTML"
spice,Spice QT-50,https://fdn2.gsmarena.com/vv/bigpic/spice-qt-50.jpg,GSM,GSM 900 / 1800 - SIM 1,Class 10,No,"2010, May. Released 2010, May",Discontinued,110 x 58 x 13 mm (4.33 x 2.28 x 0.51 in),90 g (3.17 oz),Dual SIM (Mini-SIM),"TFT,  256K colors","2.0 inches, 12.6 cm2 (~19.7% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSD (dedicated slot),1MB,Yes,No,GSM 900 / 1800 - SIM 2,Yes,No,No,No,No,"FM radio, scheduled recording",No,,Flashlight,Removable Li-Ion 1000 mAh battery,Up to 300 h,Up to 4 h,Black,,,,,,,,About 20 EUR,QWERTY,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, IM",Yes,No,,MP4/H.263 player MP3/WAV/AAC+ player Organizer Currency/Unit Convertor Auto Power On/Off Predictive text input,WAP 2.0/xHTML
spice,Spice S-1200,https://fdn2.gsmarena.com/vv/bigpic/spice-s-1200.jpg,GSM,GSM 900 / 1800 / 1900,Class 12,Class 12,2010. Released 2010,Discontinued,114 x 52 x 16 mm (4.49 x 2.05 x 0.63 in),130 g (4.59 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~30.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),70MB,"12 MP, AF, 3x optical zoom",480p@24fps,No,Yes,No,No,"1.2, A2DP",No,"FM radio, scheduled recording",Proprietary,,TV Out MP4/H.263 player MP3/AAC player Organizer Currency convertor Auto Power On/Off Predictive text input,Removable Li-Ion 1000 mAh battery,Up to 150 h,Up to 3 h,Black,,Xenon flash,,,,,,About 180 EUR,,1500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Downloadable,"Yes, MIDP 2.0",,,WAP 2.0/xHTML
spice,Spice M-6262,https://fdn2.gsmarena.com/vv/bigpic/spice-m-6262.jpg,GSM,GSM 900 / 1800 - SIM 1,Class 12,No,2010. Released 2010,Discontinued,113 x 51 x 14 mm (4.45 x 2.01 x 0.55 in),130 g (4.59 oz),Dual SIM (Mini-SIM),"TFT, 256K colors","2.4 inches, 17.8 cm2 (~31.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),1MB,1.3 MP,Yes,GSM 900 / 1800 - SIM 2,Yes,No,No,"1.2, A2DP",No,"FM radio, scheduled recording",Proprietary,,Flashlight,Removable Li-Ion battery,Up to 300 h,Up to 6 h,Black,,,,,,,,About 60 EUR,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Downloadable,No,,MP4/H.263 player MP3/AAC player Organizer Currency/Unit Convertor Auto Power On/Off Predictive text input,WAP 2.0/xHTML
spice,Spice M-4242,https://fdn2.gsmarena.com/vv/bigpic/spice-m-4242.jpg,GSM,GSM 900 / 1800 - SIM 1,No,No,2010. Released 2010,Discontinued,110.8 x 47 x 16 mm (4.36 x 1.85 x 0.63 in),92.6 (3.25 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","1.8 inches, 10.2 cm2 (~19.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),,,,GSM 900 / 1800 - SIM 2,Yes,No,No,No,No,"FM radio, scheduled recording",No,,Flashlight,Removable Li-Ion 1200 mAh battery,Up to 400 h,Up to 5 h,Black,,,,,,,,About 20 EUR,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Downloadable,No,,Currency/Unit Convertor Auto Power On/Off Predictive text input,No
spice,Spice M-940n,https://fdn2.gsmarena.com/vv/bigpic/spice-m-940n.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1,Class 12,No,2010. Released 2010,Discontinued,115 x 50 x 13 mm (4.53 x 1.97 x 0.51 in),96 g (3.39 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","2.4 inches, 17.8 cm2 (~31.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSD (dedicated slot),8MB,2 MP,Yes,GSM 900 / 1800 / 1900 - SIM 2,"Yes, with stereo speakers",No,No,"2.0, A2DP",No,"FM radio, scheduled recording",Proprietary,,Flashlight,Removable Li-Ion 1000 mAh battery,Up to 350 h,Up to 5 h,Black,,,,,,,,About 60 EUR,,"1000 entries, Photocall",Yes,"SMS, MMS, Email",Downloadable,"Yes, MIDP 2.0",,MP3/WAV/AAC+ player MP4/H.263 player Organizer Currency/unit convertor Auto Power On/Off Voice memo Predictive text input,WAP 2.0/xHTML
spice,Spice S-5010,https://fdn2.gsmarena.com/vv/bigpic/spice-s5010.jpg,GSM,GSM 900 / 1800,Class 12,No,2010. Released 2010,Discontinued,110 x 48.5 x 14.7 mm (4.33 x 1.91 x 0.58 in),93 g (3.28 oz),Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~19.1% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),,Yes,Yes,No,Yes,No,No,No,No,"FM radio, scheduled recording",Proprietary,,MP4/H.263 player MP3/WAV/AAC+ player Organizer Currency/unit convertor Auto Power On/Off Voice memo Predictive text input,Removable Li-Ion 780 mAh battery,Up to 300 h,Up to 3 h 30 min,Black,,,,,,,,About 70 EUR,,500 entries,Yes,"SMS, MMS",Downloadable,Yes,,,WAP 2.0/xHTML
spice,Spice D-6666,https://fdn2.gsmarena.com/vv/bigpic/spice-d-6666.jpg,GSM / CDMA2000,GSM 900 / 1800 - SIM 1,,,2010. Released 2010,Discontinued,115 x 51.5 x 14.3 mm (4.53 x 2.03 x 0.56 in),104 g (3.67 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","2.4 inches, 17.8 cm2 (~30.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),,2 MP,Yes,GSM 900 / 1800 - SIM 2,Yes,No,No,"2.0, A2DP",No,"FM radio, scheduled recording",Proprietary,,No,Removable Li-Ion battery,Up to 140 h,Up to 4 h 30 min,Black,,,,,,CDMA2000 1x,"Yes, 384 kbps",About 80 EUR,,"1000 entries, Photocall",Yes,"SMS, MMS, Email",Downloadable,Yes,,MP4/H.263 player MP3/WAV/AAC+ player Organizer Currency/unit convertor Auto Power On/Off Voice memo Predictive text input,WAP 2.0/xHTML
spice,Spice M 4580,https://fdn2.gsmarena.com/vv/bigpic/spice-m-4580.jpg,GSM,GSM 900 / 1800 - SIM 1,Class 12,No,2010. Released 2010,Discontinued,106 x 44.5 x 15.5 mm (4.17 x 1.75 x 0.61 in),95 g (3.35 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","1.8 inches, 10.2 cm2 (~21.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSDHC (dedicated slot),2MB,,,GSM 900 / 1800 - SIM 2,Yes,No,No,No,No,"FM radio, scheduled recording",,,Flashlight,Removable Li-Ion 1500 mAh battery,Up to 650 h,Up to 10 h,Black,,,,,,,,About 30 EUR,,"1000 entries, Photocall",Yes,"SMS, MMS, Email",Downloadable,No,,MP3/WAV/AAC+ player Organizer Currency/unit convertor Auto Power On/Off Voice memo Predictive text input,WAP 2.0/xHTML
spice,Spice S-5110,https://fdn2.gsmarena.com/vv/bigpic/spice-s-5110.jpg,GSM,GSM 900 / 1800,Class 12,No,2010. Released 2010,Discontinued,107 x 45 x 11.2 mm (4.21 x 1.77 x 0.44 in),70 g (2.47 oz),Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~21.2% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),3MB,,,Flashlight,Yes,No,No,No,No,"FM radio, scheduled recording",,,No,Removable Li-Ion 700 mAh battery,Up to 250 h,Up to 3 h,Black,,,,,,,,About 30 EUR,,"500 entries, Photocall",Yes,"SMS, MMS, Email",Downloadable,No,,MP3/WAV/AAC+ player Organizer Currency/unit convertor Auto Power On/Off Voice memo Predictive text input,WAP 2.0/xHTML
spice,Spice S-5420,https://fdn2.gsmarena.com/vv/bigpic/spice-s-5420.jpg,GSM,GSM 900 / 1800 / 1900,Class 10,No,2010. Released 2010,Discontinued,112 x 49 x 12.8 mm (4.41 x 1.93 x 0.50 in),95 g (3.35 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~27.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSDHC (dedicated slot),,Yes,Yes,Flashlight,Yes,No,No,"2.0, A2DP",No,"FM radio, scheduled recording",Proprietary,,No,Removable Li-Ion 750 mAh battery,Up to 150 h,Up to 2 h 30 min,Black,,,,,,,,About 40 EUR,,"1000 entries, Photocall",Yes,"SMS, MMS, Email",Downloadable,"Yes, MIDP 2.0",,Nimbuzz MP3/WAV/AAC+ player MP4/H.263 player Organizer Currency/unit convertor Auto Power On/Off Voice memo Predictive text input,WAP 2.0/xHTML
spice,Spice S-6005,https://fdn2.gsmarena.com/vv/bigpic/spice-s-6005.jpg,GSM,GSM 900 / 1800 / 1900,Class 12,No,2010. Released 2010,Discontinued,116.5 x 49.2 x 10.1 mm (4.59 x 1.94 x 0.40 in),70.6 g (2.47 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.2 cm2 (~26.6% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,"microSDHC (dedicated slot), 1 GB included",,2 MP,Yes,No,Yes,No,No,"1.2, A2DP",No,"FM radio, scheduled recording",Proprietary,,MP3/WAV/AAC+ player MP4/H.263 player Organizer Currency/unit convertor Auto Power On/Off Voice memo Predictive text input,Removable Li-Ion 750 mAh battery,Up to 225 h,Up to 6 h 40 min,Black,,,,,,,,About 20 EUR,,"500 entries, Photocall",Yes,"SMS, MMS, Email",Downloadable,"Yes, MIDP 2.0",,,WAP 2.0/xHTML
spice,Spice D-1111,https://fdn2.gsmarena.com/vv/bigpic/spice-d-1111.jpg,GSM / CDMA2000,GSM 850 / 900 / 1800 / 1900,,,2010. Released 2010,Discontinued,110.8 x 58.3 x 16.8 mm (4.36 x 2.30 x 0.66 in),130.2 g (4.59 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~37.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 6.0,,,,microSDHC (dedicated slot),60MB,2 MP,Yes,No,Yes,No,No,"1.2, A2DP",No,No,Proprietary,,MP3/WAV/AAC+ player MP4/H.263 player Organizer Document viewer Currency/unit convertor Voice memo Predictive text input,Removable Li-Ion 1350 mAh battery,Up to 120 h,Up to 8 h,Black,,,,,,CDMA2000 1x,"Yes, 384 kbps",About 90 EUR,,,,,,,,,"WAP 2.0/xHTML, HTML"
spice,Spice M-5252,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5252.jpg,GSM,GSM 900 / 1800 - SIM 1,Class 12,No,2010. Released 2010,Discontinued,110.6 x 47 x 15.3 mm (4.35 x 1.85 x 0.60 in),92.6 g (3.25 oz),Dual SIM (Mini-SIM),"TFT, 256K colors",,176 x 220 pixels,,,,,microSDHC (dedicated slot),,CIF,Yes,GSM 900 / 1800 - SIM 2,Yes,No,No,No,No,"FM radio, scheduled recording",No,,No,Removable Li-Ion 1300 mAh battery,Up to 240 h,Up to 8 h,Black,,,,,,,,About 60 EUR,,"500 entries, Photocall",Yes,"SMS, MMS, Email",Downloadable,,,MP3/WAV/AAC+ player MP4/H.263 player Organizer Currency/unit convertor Auto Power On/Off Voice memo Predictive text input,WAP 2.0/xHTML
spice,Spice KT-5353,https://fdn2.gsmarena.com/vv/bigpic/spice-kt-5353.jpg,GSM,GSM 900 / 1800,Class 12,No,"2010, September",Cancelled,112.9 x 48.2 x 13.2 mm (4.44 x 1.90 x 0.52 in),95 g (3.35 oz),Mini-SIM,"TFT,  256K colors","2.2 inches, 15.0 cm2 (~27.5% screen-to-body ratio)","180 x 240 pixels, 4:3 ratio (~136 ppi density)",,,,,microSDHC,,VGA,Yes,Flashlight,Yes,No,No,"2.0, A2DP",No,"FM radio, recording",microUSB,,No,Removable Li-Ion battery,Up to 300 h,Up to 4 h,Dark grey,,LED flash,,,,,,About 50 EUR,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, IM",Yes,No,,"Facebook, Yahoo, Nimbuzz Modem Webcam",WAP 2.0/xHTML
